,q05_spot_factorsAstro_0,q05_spot_factorsAstro_1,q05_spot_factorsAstro_2,q05_spot_factorsAstro_3,q05_spot_factorsAstro_4,q05_spot_factorsExt_Amy_1,q05_spot_factorsExt_Amy_2,q05_spot_factorsExt_ClauPyr,q05_spot_factorsExt_Hpc_1,q05_spot_factorsExt_Hpc_2,q05_spot_factorsExt_Hpc_3,q05_spot_factorsExt_Hpc_4,q05_spot_factorsExt_L23,q05_spot_factorsExt_L25,q05_spot_factorsExt_L56,q05_spot_factorsExt_L5_1,q05_spot_factorsExt_L5_2,q05_spot_factorsExt_L6,q05_spot_factorsExt_L6B,q05_spot_factorsExt_Pir,q05_spot_factorsExt_Thal_1,q05_spot_factorsExt_Thal_2,q05_spot_factorsExt_Unk_3,q05_spot_factorsInh_1,q05_spot_factorsInh_2,q05_spot_factorsInh_3,q05_spot_factorsInh_4,q05_spot_factorsInh_5,q05_spot_factorsInh_6,q05_spot_factorsInh_Lamp5,q05_spot_factorsInh_Meis2_1,q05_spot_factorsInh_Meis2_2,q05_spot_factorsInh_Meis2_3,q05_spot_factorsInh_Meis2_4,q05_spot_factorsInh_Pvalb,q05_spot_factorsInh_Sst,q05_spot_factorsInh_Vip,q05_spot_factorsLowQ_2,q05_spot_factorsMicro,q05_spot_factorsNb_1,q05_spot_factorsNb_2,q05_spot_factorsOPC_1,q05_spot_factorsOPC_2,q05_spot_factorsOligo_1,q05_spot_factorsOligo_2,q05_spot_factorsUnk_1
Spotx1,0.5791336864233018,0.04298891704529524,0.9654907792806625,0.3200936451554299,0.1852192834019661,0.0005299275886500256,8.13889564597048e-05,7.635148358531296e-05,7.308722742891404e-05,5.367179637687514e-05,0.0005160197732038797,0.0006700695463223383,0.0001256362804269884,0.0015049956680741163,0.0001722287517623045,0.00014171700313454492,4.789871327375294e-05,7.042178440315184e-05,5.1035040814895194e-05,0.00015580351027892901,0.001536785817006603,0.0005159743071999401,0.36961043775081637,0.39683324694633487,0.03544011153280735,0.0026100942399352794,0.21060966104269027,0.11702084988355638,0.0015078642871230842,0.00026002629165304824,0.009904887247830629,0.05227094106376171,0.4369919180870056,0.0002939811325632036,0.06133246850222349,0.0008810800878563895,0.001011008652858436,0.0006481508142314852,0.0009653670742409305,0.0019313148746732624,0.4472656860947609,0.00193151468411088,0.0003453222845564597,0.0012991895026061683,0.004906974639743568,0.004765523225069046
Spotx2,2.647988303579041e-05,7.846055850677658e-05,2.152836914319778e-05,2.0374133691802852e-05,0.0005960495676845312,0.00020814238232560458,0.00012111554860894103,0.00022597547504119578,0.00010748644017439802,5.3336823475547136e-05,0.0009586545289494097,0.0008320398861542344,0.0004406996027682908,0.0007155993836931885,0.00029663422756129874,0.00020824559251195757,6.514570413855836e-05,0.0001893053900857922,0.00023262340328074061,0.00028977429610677063,0.0007837842538719997,0.0018393227772321554,1.018013197183609,0.0056586688151583076,0.030374441854655744,0.02555949799716473,0.40043235570192337,0.0025811042985878887,0.008616290520876646,0.0009590312634827569,0.03065172052010894,0.14377771317958832,0.9892209827899934,0.01539159812964499,1.8455940186977386,0.002755231503397226,0.25919169634580613,0.0064609552500769505,0.0004883132758550347,0.010626440867781639,0.013148931600153447,0.0005983757466310636,2.8015437783324164e-05,0.0012720859318505974,0.010582325141876937,0.04499260280281306
Spotx3,0.01749870078638196,0.0038389337016269567,0.007239947165362536,0.0006282733753323554,0.3989328697323799,0.0018423391855321824,0.00036814357445109637,0.09305613562464714,0.0022179621038958433,0.0002826716401614249,0.0007178969099186361,0.0008496298250975089,0.001944502699188888,0.011227563675493003,0.09403772614896297,0.0014491348061710597,0.00023642203814233653,0.24100486934185028,0.00025107338296948,0.0012783748796209693,0.00012111285032005981,0.00010649789437593428,0.2280469797551632,0.19562473744153977,0.0027164584607817233,0.004254465620033444,0.015083160484209658,0.00898452256806195,0.0009795344172744082,0.0008061585627729074,0.012415970535948872,0.011563916318118572,1.082213109731674,0.0019579974235966803,0.8769856065511703,0.19735271111130714,0.00038380809710361066,0.0009903381112962963,0.002576411166228354,0.007601851667277516,0.15020701810717582,0.0004909293100354262,0.00037889397208346054,6.765761172573549e-05,0.0007736290397588164,0.006484835804440082
Spotx4,0.00018415112645016053,0.001190839085029438,0.0001377914064505603,0.00032209979108301925,0.002114221767988056,0.0016632009472232314,0.004290244425646962,0.0006079904036596418,0.0009450202895095574,0.0004543747898424045,0.0017573415767401458,0.001621658529620618,0.003961219592019916,0.008052065502852201,0.023241875413805246,1.3270705223083497,0.0021046558395028114,0.0030786687624640764,0.0014316960528958592,0.05650846604257822,0.010010077105835081,0.030795092880725863,0.9507104098796845,0.017732243146747352,0.06489595696330071,0.09847318269312383,0.3780077010393143,0.013973436038941146,0.013541104085743428,0.00040987672400660813,0.3741852551698685,0.02862594183534384,0.7817247956991196,0.001576405978994444,0.14064226225018503,0.00413808620069176,0.0007946142693981529,0.005445899302139879,1.4802630126476288,0.029349959082901476,0.01775428783148527,0.001306922466028482,0.00047147146251518284,0.0032134035136550665,0.018713455740362407,0.040602009184658526
Spotx5,0.42187585532665256,0.04766707736998797,0.45471780151128766,0.02299460172653198,0.01222471664659679,0.04806373566389084,5.675552056345623e-05,0.00023232731327880177,0.00022978070555836896,7.292753434740008e-05,0.001327289000619203,0.0011924155580345542,0.02735300697386265,0.0046693316893652095,0.0010804445482790472,0.0005781623447546735,4.2067799040523826e-05,0.028317063767462968,5.261995265755104e-05,1.0711625218391418,0.005410296935588121,1.3253549559522072e-05,0.00015102844481589272,0.0004710905603133142,5.455706614156952e-05,0.0001923345946124755,9.423912779311649e-05,0.00026340905169490724,0.0003165556525345892,0.0002598794162622653,0.004075203510001302,0.2001657120883465,1.3765271604061127,5.7773442131292546e-05,0.1283555418252945,0.6904450416564941,0.00014545490193995647,0.0005385936296079308,0.004837053711526097,0.00031427621725015347,0.003348897898104042,0.0002149941799871158,5.499004018929556e-05,5.060467283328762e-05,0.00019882556080119684,0.004866537312045694
Spotx6,0.0002916683311923407,0.00044251727522350855,0.00017063856939785184,0.00034213049366371706,0.005097285634838045,0.00454615808557719,0.002054775576107204,0.00031742504797875886,0.002118332334794104,0.0020778113743290306,0.00814126394689083,0.41991395801305775,0.014951011911034585,0.007285108347423375,0.004561274335719645,0.004089214047417045,0.011723909061402084,0.0018862156313844026,0.0011354896007105709,0.0009227937349351123,0.0067997983423993,0.06512316912412644,0.8170894801616669,0.06342400312423706,0.018464978691190483,0.008442985033616424,0.094142971560359,0.0038754798471927645,0.0019814252154901624,0.0024896066752262422,0.03773508090525866,0.0073698594002053145,2.1641335487365723,0.0003892335007549264,0.04388994853943586,0.00125757934874855,0.0017913355724886062,0.08066339008510114,0.0010713898693211377,0.043938195705413824,0.01687815897166729,2.5549676060676574,0.00038725345802959055,0.027238965779542924,0.005767314159311354,0.02604696061462164
Spotx7,0.00015696588743594476,3.8219419002416545e-05,0.00010485061648068951,2.5713904688018377e-05,0.00028812384553020823,2.4539534570067194e-05,0.00015284455366781913,3.493885778880213e-05,0.0001545841638289858,0.03969039935618639,0.0001489197107730434,0.00015779469031258487,0.000235414388589561,0.00031424452899955215,0.06148532573133707,2.1167063474655152,0.11446322686970234,0.5645661294460297,0.002260497119277716,9.369078616146e-05,0.0002923707696027123,0.0005104581578052604,0.4306686818599701,0.0007679822389036417,0.0019873698009178044,0.0018136934784706684,0.015150118386372924,0.0004946042856317945,0.00037845013721380386,0.0002010810727369972,0.03306131102144719,0.0003571754845324904,0.024640669208019973,0.00022871400724397973,0.318006893992424,0.002906367590185255,0.0013018758210819215,0.00899170208722353,0.020888188574463132,0.013910184288397432,0.005046846251934767,0.00012834453518735246,1.3043642695720338e-06,7.035976113911602e-06,9.038950884132646e-05,0.0013493583363015209
Spotx8,0.3912676259875298,0.093186778947711,0.5877425193786622,0.45652243942022325,0.10926794186234474,0.007627128926105797,0.003927903401199729,0.005043904809281231,0.03714583106338978,0.6782365411520004,0.024540863092988727,0.13958588987588882,0.0006639933533733711,0.0023414952214807273,0.004652952123433351,0.0011118906375486403,0.0002717960975132882,0.0006716037605656311,0.0006883463385747746,0.0015151794475968929,0.0011651996755972505,0.00043606312246993186,0.032743840105831624,0.07286133244633676,0.2941607296466827,1.0842122852802276,0.999355325102806,0.0028587792650796476,0.00719362972304225,0.0032709498074837027,0.06174087785184384,0.004990113154053689,1.0215775072574615,0.0033630986465141175,0.14495679438114165,0.00255193691700697,0.01138271945528686,0.004464802658185363,0.0020802239188924434,0.04660417903214693,0.03090089755132794,0.03399354182183743,0.0004401161539135501,0.0012253950466401874,0.027895151264965532,0.05243141110986471
Spotx9,0.037183459661901,0.006439620815217495,0.04210976343601942,0.2652778521180153,0.0037196097429841764,0.00038085088453954086,0.00019757554764510132,0.00013253234355943279,9.474372782278807e-05,0.00013257295941002667,0.001753482862841338,0.005621201684698464,0.000288433357491158,0.0012699951766990125,0.11276522055268288,0.0017334038566332313,0.01014816453680396,0.0004715384027804249,2.594218647480011,0.0004325574467657134,0.00129789361380972,0.005864670686423779,0.6816275388002396,0.004406315740197897,0.10102058872580527,0.08336132541298866,0.3648870408535004,0.0022880281787365673,0.008982020197436213,0.0024182270979508755,0.011007346259430052,0.0007766233669826761,0.0029440771671943367,0.0012673914257902651,0.3150252550840378,0.0014251666609197853,0.04993362464010716,0.3403173252940178,0.0020194241020362828,0.013348717615008355,0.0029852886917069556,0.016064878460019826,0.00016517382828169503,0.0005989305092953147,0.022692627739161253,0.01499257618561387
Spotx10,0.04761640317738056,0.17148019149899482,0.1309186011552811,0.0015318943245802076,0.005036532343365253,1.3747671755481863e-05,7.774315708957147e-05,0.028872269392013553,4.428982920217095e-05,2.222373568656622e-05,0.00023811889477656225,0.0002871240314561874,0.00016205918363993989,0.00033345317060593524,7.613571287947708e-05,0.00028015497518936173,9.112061889027245e-06,8.493938366882503e-05,0.008552799141034484,8.876409519871234e-05,0.000760259694652632,0.14433305114507677,0.7164844185113907,0.005426911124959588,0.001065691246185452,0.0026995406718924647,0.04446286410093307,0.0028207988478243353,0.0009308010718086735,0.00020436037520994433,0.0013083611906040459,0.00031080749613465747,0.04387565590441227,4.505014712776757e-05,0.3079378858208656,0.08550246842205525,0.1821203090250492,0.00011339130069245585,0.0005769796058302745,0.016249511111527684,0.002230144024360925,0.0006457935640355573,8.516017624060624e-06,1.1299423476884842e-05,0.0006215727858943864,0.003304346452932805
