,mean_nUMI_factorsAstro_0,mean_nUMI_factorsAstro_1,mean_nUMI_factorsAstro_2,mean_nUMI_factorsAstro_3,mean_nUMI_factorsAstro_4,mean_nUMI_factorsExt_Amy_1,mean_nUMI_factorsExt_Amy_2,mean_nUMI_factorsExt_ClauPyr,mean_nUMI_factorsExt_Hpc_1,mean_nUMI_factorsExt_Hpc_2,mean_nUMI_factorsExt_Hpc_3,mean_nUMI_factorsExt_Hpc_4,mean_nUMI_factorsExt_L23,mean_nUMI_factorsExt_L25,mean_nUMI_factorsExt_L56,mean_nUMI_factorsExt_L5_1,mean_nUMI_factorsExt_L5_2,mean_nUMI_factorsExt_L6,mean_nUMI_factorsExt_L6B,mean_nUMI_factorsExt_Pir,mean_nUMI_factorsExt_Thal_1,mean_nUMI_factorsExt_Thal_2,mean_nUMI_factorsExt_Unk_3,mean_nUMI_factorsInh_1,mean_nUMI_factorsInh_2,mean_nUMI_factorsInh_3,mean_nUMI_factorsInh_4,mean_nUMI_factorsInh_5,mean_nUMI_factorsInh_6,mean_nUMI_factorsInh_Lamp5,mean_nUMI_factorsInh_Meis2_1,mean_nUMI_factorsInh_Meis2_2,mean_nUMI_factorsInh_Meis2_3,mean_nUMI_factorsInh_Meis2_4,mean_nUMI_factorsInh_Pvalb,mean_nUMI_factorsInh_Sst,mean_nUMI_factorsInh_Vip,mean_nUMI_factorsLowQ_2,mean_nUMI_factorsMicro,mean_nUMI_factorsNb_1,mean_nUMI_factorsNb_2,mean_nUMI_factorsOPC_1,mean_nUMI_factorsOPC_2,mean_nUMI_factorsOligo_1,mean_nUMI_factorsOligo_2,mean_nUMI_factorsUnk_1
Spotx1,1050.5947265625,151.10650634765625,2210.21142578125,820.48583984375,334.8252258300781,50.753013610839844,19.176795959472656,20.695955276489258,24.695634841918945,17.865114212036133,35.69008255004883,44.31447219848633,30.83639144897461,57.136688232421875,19.048011779785156,23.838476181030273,29.2426815032959,20.70314598083496,19.498638153076172,34.24473190307617,86.19535064697266,53.88783264160156,2653.3876953125,1894.580078125,410.7922668457031,67.31280517578125,1305.8785400390625,871.1720581054688,66.41569519042969,19.481447219848633,144.7235565185547,422.76873779296875,2091.8251953125,26.142894744873047,527.63427734375,71.1022720336914,55.575050354003906,43.346038818359375,16.616762161254883,46.10805130004883,702.2763061523438,52.43341064453125,16.29357147216797,35.19630813598633,48.548377990722656,43.9089241027832
Spotx2,6.715043067932129,4.785315990447998,4.532198429107666,5.540014743804932,14.161490440368652,37.42337417602539,39.257564544677734,34.45140838623047,33.6007080078125,30.723705291748047,50.48991394042969,43.291648864746094,48.27000427246094,63.0391731262207,54.927894592285156,33.13991165161133,30.781085968017578,48.97592544555664,34.72645568847656,50.89680862426758,77.31436157226562,88.87257385253906,7019.60986328125,181.9317169189453,529.31689453125,253.3913116455078,2368.894287109375,106.07572174072266,165.3946075439453,92.6190414428711,267.5911560058594,962.613037109375,4622.47021484375,287.4955139160156,10122.4345703125,106.08973693847656,1415.311767578125,159.4056396484375,8.501816749572754,93.63917541503906,99.93940734863281,28.3096981048584,7.065636157989502,38.9079704284668,62.83832931518555,163.79039001464844
Spotx3,95.92070770263672,47.99896240234375,77.13819122314453,24.7385196685791,494.7355041503906,114.6798095703125,39.97871398925781,822.3877563476562,93.51209259033203,45.51725387573242,37.31352996826172,38.36813735961914,97.96195220947266,194.21063232421875,731.1881103515625,95.8304214477539,41.356014251708984,1740.48486328125,32.50885772705078,73.28290557861328,25.718904495239258,25.48133659362793,1759.7296142578125,1120.16064453125,104.89286804199219,96.966552734375,270.35614013671875,194.9257354736328,44.3912353515625,45.40575408935547,139.89833068847656,178.8765106201172,4850.44384765625,84.79269409179688,4915.685546875,1303.113037109375,29.086393356323242,58.823856353759766,25.110506057739258,87.01725769042969,332.83233642578125,30.04450035095215,21.58501434326172,8.915932655334473,16.276432037353516,45.87647247314453
Spotx4,12.053478240966797,28.82317543029785,14.254512786865234,22.49920082092285,21.701974868774414,111.99711608886719,168.3323974609375,101.70639038085938,76.27740478515625,86.20274353027344,78.46919250488281,63.990108489990234,190.1508331298828,187.7989501953125,430.29779052734375,8956.048828125,154.52484130859375,128.8852996826172,105.9918212890625,725.2196655273438,230.52366638183594,517.6708984375,6579.54931640625,302.488525390625,761.1132202148438,621.4066772460938,2278.364501953125,275.6393737792969,189.62928771972656,36.162689208984375,1379.206787109375,345.77618408203125,3668.29052734375,100.163818359375,1108.987548828125,144.0325927734375,59.01398849487305,135.69195556640625,1458.71533203125,195.93287658691406,131.54617309570312,32.32505798339844,31.549943923950195,56.42430114746094,92.09143829345703,143.4851531982422
Spotx5,815.974853515625,174.2832489013672,1145.376220703125,140.79348754882812,51.037960052490234,531.9654541015625,47.90077209472656,54.948333740234375,38.15752410888672,23.229217529296875,79.53140258789062,51.132476806640625,410.596435546875,122.23076629638672,77.33964538574219,63.216861724853516,36.310482025146484,429.29119873046875,19.309526443481445,7432.22607421875,149.6131591796875,21.074731826782227,40.830238342285156,41.83553695678711,24.673465728759766,30.928482055664062,26.721689224243164,36.014347076416016,48.83967971801758,24.675817489624023,73.64193725585938,1252.36376953125,6098.263671875,23.550640106201172,961.0584106445312,3887.590087890625,41.12970733642578,54.66758346557617,33.58210754394531,18.84748649597168,40.635459899902344,17.004056930541992,8.556661605834961,7.397008419036865,10.386399269104004,34.29640579223633
Spotx6,19.033843994140625,22.32651138305664,16.457839965820312,29.241439819335938,40.412174224853516,174.86585998535156,127.24203491210938,35.616641998291016,104.9826889038086,112.14727020263672,137.2825164794922,1868.82958984375,328.2576599121094,166.5475311279297,157.6409149169922,139.54005432128906,316.1684875488281,103.60128021240234,99.81625366210938,110.98075103759766,198.50628662109375,744.3029174804688,5753.42626953125,513.3938598632812,304.0968933105469,167.5404510498047,827.320556640625,161.26419067382812,74.87023162841797,90.80426788330078,296.264404296875,169.5238037109375,9543.2841796875,44.21832275390625,489.4425048828125,104.91117095947266,85.65489196777344,588.944580078125,17.011699676513672,223.4461212158203,104.4170913696289,5125.10400390625,30.230188369750977,184.10012817382812,59.5445556640625,118.45398712158203
Spotx7,5.1047892570495605,6.984433650970459,13.377697944641113,11.099262237548828,10.820969581604004,18.405902862548828,28.208391189575195,23.384288787841797,52.06142807006836,580.626708984375,37.52263641357422,26.10454559326172,60.435604095458984,52.412010192871094,635.3101196289062,13988.2958984375,1369.5377197265625,3778.76220703125,105.65455627441406,28.36811065673828,29.893596649169922,70.8548583984375,3103.56494140625,65.65526580810547,102.11353302001953,75.26573944091797,286.3249816894531,42.49888229370117,31.864538192749023,31.713668823242188,240.82713317871094,37.036903381347656,332.08135986328125,35.09475326538086,1936.5802001953125,116.50605773925781,70.38787841796875,148.93182373046875,57.02389907836914,115.23544311523438,48.99098205566406,8.19679069519043,3.6373629570007324,9.180119514465332,6.877752780914307,32.53950881958008
Spotx8,766.580322265625,279.15460205078125,1464.86865234375,1063.4013671875,243.5342254638672,227.918212890625,164.19558715820312,165.04202270507812,525.8983154296875,5484.59033203125,286.0638122558594,869.7334594726562,57.27366638183594,98.99504089355469,167.96446228027344,84.95106506347656,63.88105773925781,66.05594635009766,73.11126708984375,93.92375183105469,71.93283081054688,47.41542434692383,462.15179443359375,636.9307250976562,2183.50439453125,3769.667724609375,5443.08203125,129.97755432128906,150.8011474609375,106.43839263916016,421.23114013671875,149.43038940429688,4670.27978515625,124.14798736572266,1133.177978515625,106.5136947631836,243.7703857421875,140.8662872314453,23.564334869384766,252.82760620117188,121.87730407714844,198.57737731933594,35.14193344116211,41.81656265258789,119.70100402832031,171.48252868652344
Spotx9,155.04751586914062,67.76737213134766,223.356201171875,669.839599609375,42.55929183959961,68.342529296875,34.384822845458984,39.09355545043945,31.613502502441406,44.41838836669922,65.55525970458984,139.0359344482422,52.50355911254883,85.30904388427734,989.4365844726562,116.9079360961914,300.14239501953125,68.20549011230469,17589.3515625,97.26974487304688,84.224853515625,179.2095489501953,4865.7138671875,125.43512725830078,982.9026489257812,561.1390991210938,2207.59912109375,90.42292022705078,185.4166717529297,104.29122161865234,113.44084167480469,55.37270736694336,118.86001586914062,53.86183166503906,2090.03173828125,101.36778259277344,466.5276184082031,1771.9385986328125,17.294437408447266,120.62406921386719,52.10378646850586,143.18482971191406,14.795413970947266,26.418777465820312,108.03094482421875,99.73834228515625
Spotx10,148.5575714111328,319.2065734863281,391.56591796875,28.216442108154297,35.67667007446289,9.383522033691406,17.49004554748535,342.6511535644531,19.478260040283203,17.090511322021484,22.239234924316406,27.707637786865234,33.14241409301758,25.750452041625977,14.651009559631348,32.75213623046875,9.461175918579102,16.99506950378418,165.38037109375,18.32113265991211,58.941043853759766,1099.1417236328125,4896.1357421875,117.82203674316406,71.20997619628906,61.58236312866211,422.5564880371094,79.37193298339844,36.145809173583984,35.89808654785156,32.19329833984375,34.0802001953125,358.9457092285156,11.713034629821777,1825.1064453125,640.4795532226562,924.2689819335938,17.96276092529297,12.832736015319824,100.8634033203125,27.814208984375,19.188610076904297,8.796808242797852,5.906231880187988,16.338001251220703,34.97001266479492
