,q05_nUMI_factorsAstro_0,q05_nUMI_factorsAstro_1,q05_nUMI_factorsAstro_2,q05_nUMI_factorsAstro_3,q05_nUMI_factorsAstro_4,q05_nUMI_factorsExt_Amy_1,q05_nUMI_factorsExt_Amy_2,q05_nUMI_factorsExt_ClauPyr,q05_nUMI_factorsExt_Hpc_1,q05_nUMI_factorsExt_Hpc_2,q05_nUMI_factorsExt_Hpc_3,q05_nUMI_factorsExt_Hpc_4,q05_nUMI_factorsExt_L23,q05_nUMI_factorsExt_L25,q05_nUMI_factorsExt_L56,q05_nUMI_factorsExt_L5_1,q05_nUMI_factorsExt_L5_2,q05_nUMI_factorsExt_L6,q05_nUMI_factorsExt_L6B,q05_nUMI_factorsExt_Pir,q05_nUMI_factorsExt_Thal_1,q05_nUMI_factorsExt_Thal_2,q05_nUMI_factorsExt_Unk_3,q05_nUMI_factorsInh_1,q05_nUMI_factorsInh_2,q05_nUMI_factorsInh_3,q05_nUMI_factorsInh_4,q05_nUMI_factorsInh_5,q05_nUMI_factorsInh_6,q05_nUMI_factorsInh_Lamp5,q05_nUMI_factorsInh_Meis2_1,q05_nUMI_factorsInh_Meis2_2,q05_nUMI_factorsInh_Meis2_3,q05_nUMI_factorsInh_Meis2_4,q05_nUMI_factorsInh_Pvalb,q05_nUMI_factorsInh_Sst,q05_nUMI_factorsInh_Vip,q05_nUMI_factorsLowQ_2,q05_nUMI_factorsMicro,q05_nUMI_factorsNb_1,q05_nUMI_factorsNb_2,q05_nUMI_factorsOPC_1,q05_nUMI_factorsOPC_2,q05_nUMI_factorsOligo_1,q05_nUMI_factorsOligo_2,q05_nUMI_factorsUnk_1
Spotx1,17.36984033584595,0.4166076958179474,2686.434375,799.0884033203125,155.56173934936524,1.1188944518566133,0.33158760964870454,0.20100070908665657,0.25501239448785784,0.20462713986635211,0.8818495482206344,0.8281622648239136,0.4717062756419182,23.028897762298584,0.2817436531186104,0.5290546506643296,0.5023016855120659,0.311186495423317,0.14392184242606162,0.7282435208559036,2.575611078739166,1.2914925158023836,2575.867810058594,2750.263159179687,522.5960357666016,0.9339270383119583,233.19648056030272,726.1892700195312,1.2844018280506135,0.19977360069751737,0.4593262791633606,323.3103042602539,1730.891455078125,0.7628607869148254,12.466802549362184,8.716928958892824,4.179017639160156,1.664888119697571,0.054718372598290446,0.24955493956804276,619.7728210449219,0.22022650092840196,1.311375617980957,2.329302835464478,0.7642150670289994,0.21045471206307412
Spotx2,0.005236030626110733,0.011149958660826088,0.00331509446259588,0.004974802443757654,0.009775675553828479,0.5007105335593224,0.2482717424631119,0.2655381545424461,0.08414301350712776,0.09424765706062317,0.4769255220890045,0.5127183645963669,0.3628525272011758,0.2216391645371914,0.4930907726287842,0.2651208780705929,0.24246649742126464,0.34747330397367476,0.20934182778000834,0.41665827482938766,0.37144604325294495,0.30578494966030123,6746.8983154296875,1.58829026222229,317.8032653808594,2.77418407201767,2023.565515136719,0.8563749402761461,3.144855332374573,0.6758430868387223,0.8053764671087265,923.2374084472657,4067.8829711914063,111.52034301757813,9946.7810546875,1.371473103761673,1336.4130310058595,6.016265010833741,0.00817806520499289,0.8079362958669662,0.24051470011472706,0.055601161904633045,0.016868301667273045,12.015962362289429,1.1819446325302123,579.6666748046875
Spotx3,1.2070423007011415,4.596270179748536,0.751216670870781,0.39919413924217223,448.2539352416992,4.843887042999268,1.3253099143505096,393.42374420166016,16.177705001831054,1.7216945052146913,0.5427943259477616,0.5219573259353638,11.1277765750885,20.59593915939331,545.6990234375,4.384632277488708,1.0964318096637726,1847.1050964355468,0.35449665039777756,3.668269312381744,0.23861754611134528,0.29178585559129716,1459.1980468749998,1503.734307861328,2.775203251838684,1.742340683937073,2.216528534889221,8.015655088424683,1.0694431483745577,1.08716641664505,0.3673594415187836,6.688481593132019,4380.555444335937,31.325378799438475,4609.489770507813,965.9645172119141,0.6207328379154206,0.7733918070793153,0.6129416525363922,2.5702587842941282,144.63006591796875,0.2554718181490898,2.3899012565612794,0.06590204685926437,0.17891478762030602,0.16596277058124542
Spotx4,0.06229147799313069,0.36566247045993805,0.0905767485499382,0.23683960139751434,0.06867995411157608,1.2744128942489625,4.276472902297973,1.097411161661148,1.8913615763187408,1.5284120082855226,1.2100296676158906,0.7064687937498093,6.415002369880677,2.6039735436439515,514.7264953613281,9149.493359375,44.57072715759277,2.613423502445221,1.4957067430019377,955.3165069580077,4.209187436103821,460.1989013671875,5952.942944335938,22.460503482818602,663.9363891601562,15.870683383941651,2670.4925659179685,1.9342951178550722,10.213109016418459,0.31863351017236713,1301.606866455078,36.76232070922851,2946.043701171875,1.3035291850566866,69.34149856567383,176.92755966186525,0.3490812674164772,2.05645489692688,1354.2722412109374,2.800140702724457,1.40482479929924,0.11844768822193145,0.5602124869823456,3.446591866016388,12.345159196853638,2.4220937848091126
Spotx5,475.4824432373047,1.925097280740738,1208.6261840820312,5.190792655944824,0.042170386388897904,158.32696533203125,0.2403732292354107,1.1635269403457642,0.435727034509182,0.2648565948009491,0.6303324997425079,0.48037817776203157,182.9915267944336,1.9405285477638243,0.8343299776315689,0.5054762035608292,0.20030286088585855,491.24179992675784,0.13642977997660638,7712.035571289063,21.823058032989504,0.15344242230057717,0.2865162804722786,0.10690391547977925,0.1607948414981365,0.09578591063618659,0.09970410875976086,0.4772760048508644,0.268102177977562,0.35875621289014814,0.046118062734603886,687.4388610839844,5926.205102539063,0.2597200974822044,17.218010711669923,4368.409399414062,0.23304656893014908,0.4793140068650246,7.098220157623291,0.032792088203132154,0.07109418250620365,0.02579680057242513,0.04783791713416576,0.038474210537970066,0.03138163108378649,0.07816896624863148
Spotx6,0.1000347763299942,0.1553511291742325,0.13884957134723666,0.09745296575129032,0.12385690622031689,17.401087760925293,18.391819572448732,0.617371991276741,2.5515123128890993,13.8971839427948,1.697946584224701,1884.9152954101562,200.19079208374023,2.6039138436317444,7.970146894454956,3.1650581836700447,378.21363067626953,2.833766567707062,2.2880311965942384,1.9438459098339083,1.6269054234027862,704.0566711425781,5502.651147460938,46.18961086273193,1222.4645507812502,2.177397751808167,6.068258261680603,1.04219189286232,0.6944155275821686,4.920496273040771,0.5780092149972915,0.6158707201480866,9589.400341796876,0.48149613142013553,0.8385199278593063,2.0932872891426086,3.288434970378876,484.14363555908204,0.0225067469291389,28.59661273956299,0.43613270819187167,5072.055395507812,0.22293738052248954,99.10570602416992,0.6852169066667557,0.5646905422210694
Spotx7,0.026975938584655523,0.028456294536590578,0.03325321432203055,0.046227998286485675,0.03702014330774546,0.15169167369604114,0.7138045907020568,0.44816786199808123,0.6245976030826569,417.7097183227539,0.2520957104861737,0.4150296747684479,0.8677031874656679,0.25880288034677507,515.4808197021484,13447.48095703125,1077.6976806640625,3797.590100097656,3.5285980463027955,0.7780928909778595,0.2320721358060837,0.2881004884839058,2699.3114013671875,0.5821302562952042,8.382968521118165,0.5171506077051162,0.8471777319908143,0.586305472254753,0.2924332827329636,1.444228667020798,175.34817352294922,2.7654222130775454,0.6395591586828232,2.325868535041809,1429.6579895019531,152.87917861938476,4.33176064491272,38.88661575317383,20.218323040008546,2.7091645002365112,7.010298252105713,0.06527904495596885,0.011036652931943535,0.019967623613774778,0.07039501518011095,0.08006110340356827
Spotx8,2.4812978863716126,2.1242523431777958,1751.1668762207032,1269.132373046875,3.651677334308624,56.9081335067749,13.94772834777832,104.8754409790039,412.18609313964845,5183.6168212890625,14.979957294464112,848.6401519775391,0.9235945880413057,2.401060903072358,5.749707531929016,1.2541096985340119,1.268577653169632,1.0946531534194945,2.1748791217803953,3.0996116638183593,1.8938340485095977,1.474777853488922,21.632645893096928,522.4857818603516,1601.4717346191405,4986.898828125,4278.95234375,2.5515285611152647,11.533558416366578,6.316433954238892,6.130673027038575,2.662642705440521,4218.8720703125,8.527324295043945,388.38096466064457,5.99376413822174,257.8283203125,7.787121677398682,0.16397429779171946,30.337828350067138,1.3659475147724152,35.44019718170166,0.49582358896732337,0.676400437951088,50.781859207153325,36.97501106262207
Spotx9,4.115225505828858,2.3938827157020572,1.9994783937931062,727.0746673583985,0.31116570234298707,1.822424978017807,1.1381912887096406,0.5455630362033844,0.4659955069422722,0.5818625599145889,4.011126148700714,88.39931030273436,0.6270321637392045,0.894289454817772,1058.4863159179688,2.8378048896789556,280.9925552368164,1.7015644431114199,17332.16103515625,1.827537089586258,0.5518896281719208,5.038159275054932,4266.85224609375,2.1838399171829224,898.7413757324218,1625.7103515625,341.4191497802735,1.2854985117912292,3.283355009555817,7.881823492050171,0.9343257695436478,1.4874971747398378,0.9372005850076676,1.269712966680527,1354.6332397460938,1.5961184680461884,504.88396606445315,1679.2171508789063,0.08890904150903224,0.954421865940094,0.36885579377412797,15.14920392036438,0.45729049593210225,1.7794703423976899,24.595909118652344,0.7326085060834885
Spotx10,0.8430686146020889,260.7411575317383,332.72725067138674,0.506806468963623,0.4395783796906471,0.18967771008610726,0.8714083313941956,258.84551696777345,0.45641820430755614,0.37276194095611576,1.932596790790558,2.1303123831748967,3.5774452328681945,0.8414392560720445,0.33922536820173266,2.3154237151145933,0.32086635679006575,0.8439803302288056,284.3243637084961,7.222100305557252,0.8767072677612305,947.5921417236328,4617.0548095703125,94.45777320861816,5.262874746322632,0.8516218692064286,6.649747896194458,12.3259192943573,2.510979211330414,1.486771136522293,0.22968890741467476,5.15513174533844,2.4596259474754336,0.383584013581276,1594.0619689941407,486.6234481811523,895.6643096923829,0.24561915248632432,0.1354559816420078,8.402917718887329,0.6931643068790436,0.23237123265862467,0.10089804492890836,0.15445363000035287,0.6990455836057663,0.48175213336944583
Spotx11,3.9412587881088257,1677.1205566406252,1724.059552001953,1090.4794555664064,9.488191032409668,0.10825932770967484,0.11869090124964714,47.540407752990724,0.25003812164068223,0.11265543140470981,0.21579947993159296,0.2580044522881508,0.04012857470661402,0.0351061461493373,0.10025209710001946,0.025668303202837705,0.12197974398732185,0.0330343839712441,0.13641034811735153,0.05656655300408602,12.6699049949646,0.06981348134577275,3741.9355834960934,0.042018762044608596,0.20398729890584946,0.07418655343353749,0.05299005806446076,252.95452575683595,0.034681159257888804,0.0537008224055171,0.04973541069775819,0.04429771527647972,0.05174071006476879,5.667064690589905,4314.198535156251,0.07234184704720974,0.03255968727171422,0.027908401377499104,0.013877021847292783,0.10929153859615327,59.898994827270506,0.009410049999132752,0.06601089648902417,0.4508968204259873,0.05530522651970386,0.022803386580199002
