,mean_spot_factorsAstro_0,mean_spot_factorsAstro_1,mean_spot_factorsAstro_2,mean_spot_factorsAstro_3,mean_spot_factorsAstro_4,mean_spot_factorsExt_Amy_1,mean_spot_factorsExt_Amy_2,mean_spot_factorsExt_ClauPyr,mean_spot_factorsExt_Hpc_1,mean_spot_factorsExt_Hpc_2,mean_spot_factorsExt_Hpc_3,mean_spot_factorsExt_Hpc_4,mean_spot_factorsExt_L23,mean_spot_factorsExt_L25,mean_spot_factorsExt_L56,mean_spot_factorsExt_L5_1,mean_spot_factorsExt_L5_2,mean_spot_factorsExt_L6,mean_spot_factorsExt_L6B,mean_spot_factorsExt_Pir,mean_spot_factorsExt_Thal_1,mean_spot_factorsExt_Thal_2,mean_spot_factorsExt_Unk_3,mean_spot_factorsInh_1,mean_spot_factorsInh_2,mean_spot_factorsInh_3,mean_spot_factorsInh_4,mean_spot_factorsInh_5,mean_spot_factorsInh_6,mean_spot_factorsInh_Lamp5,mean_spot_factorsInh_Meis2_1,mean_spot_factorsInh_Meis2_2,mean_spot_factorsInh_Meis2_3,mean_spot_factorsInh_Meis2_4,mean_spot_factorsInh_Pvalb,mean_spot_factorsInh_Sst,mean_spot_factorsInh_Vip,mean_spot_factorsLowQ_2,mean_spot_factorsMicro,mean_spot_factorsNb_1,mean_spot_factorsNb_2,mean_spot_factorsOPC_1,mean_spot_factorsOPC_2,mean_spot_factorsOligo_1,mean_spot_factorsOligo_2,mean_spot_factorsUnk_1
Spotx1,0.12989936769008636,0.027416450902819633,2.3227765560150146,0.9049574136734009,0.5464704632759094,0.006457734853029251,0.005590400192886591,0.004431460052728653,0.008373336866497993,0.004809204954653978,0.014575755223631859,0.011249386705458164,0.005609042011201382,0.05583561211824417,0.006834886968135834,0.0052526663057506084,0.005633040331304073,0.005056289955973625,0.005139776039868593,0.005616246722638607,0.011450552381575108,0.012302384711802006,0.7062774300575256,1.1622378826141357,0.21532122790813446,0.020320827141404152,0.14366605877876282,0.2890072762966156,0.012309418059885502,0.00869718100875616,0.017612004652619362,0.19634974002838135,0.7705874443054199,0.009510449133813381,0.03600184619426727,0.02176952362060547,0.02694157510995865,0.015276335179805756,0.010064031928777695,0.024460729211568832,1.0591919422149658,0.01422050129622221,0.017188584432005882,0.01806611381471157,0.026680922135710716,0.04819254204630852
Spotx2,0.003920705057680607,0.005055475514382124,0.0030501270666718483,0.0038614945951849222,0.006849049590528011,0.008346383459866047,0.0054972185753285885,0.009098559617996216,0.00832632090896368,0.0035227604676038027,0.012925163842737675,0.010200654156506062,0.006899683736264706,0.006217963062226772,0.012331361882388592,0.005847087595611811,0.00402083620429039,0.005649540573358536,0.006059684790670872,0.008124076761305332,0.006389737129211426,0.007187360897660255,1.7930277585983276,0.02043900266289711,0.1670692414045334,0.03595300391316414,0.8144753575325012,0.012857495807111263,0.025375068187713623,0.010974863544106483,0.01842612586915493,0.46152839064598083,1.718441128730774,0.10442011803388596,3.2562026977539062,0.01157840620726347,0.7100421190261841,0.02785036899149418,0.005642357748001814,0.03743475303053856,0.024533791467547417,0.010963167995214462,0.003829608904197812,0.04937335476279259,0.03684283792972565,1.9829872846603394
Spotx3,0.03391719609498978,0.04894959181547165,0.015383712016046047,0.017292648553848267,1.029732584953308,0.02140427939593792,0.008582795038819313,0.1698119193315506,0.033785153180360794,0.009827694855630398,0.015291989780962467,0.016566943377256393,0.025698479264974594,0.04801342636346817,0.274343878030777,0.012463736347854137,0.007997922599315643,0.6066793203353882,0.005470087751746178,0.0136818066239357,0.003826646599918604,0.005335868801921606,0.4254875183105469,0.7175977826118469,0.01793583109974861,0.02630661241710186,0.013774924911558628,0.02762114442884922,0.011760365217924118,0.019577523693442345,0.011614439077675343,0.0296358410269022,1.8012925386428833,0.047459859400987625,1.5379400253295898,0.40855666995048523,0.016249235719442368,0.008483663201332092,0.026771172881126404,0.051596809178590775,0.37707680463790894,0.01520643848925829,0.01808476634323597,0.00649251276627183,0.013764683157205582,0.029850009828805923
Spotx4,0.0073301163502037525,0.017726927995681763,0.010489074513316154,0.009669976308941841,0.0216121356934309,0.013847588561475277,0.02126220241189003,0.011878729797899723,0.012725282460451126,0.009799858555197716,0.02402125857770443,0.014129746705293655,0.019355306401848793,0.03009871393442154,0.28306224942207336,2.413386821746826,0.045386962592601776,0.01800517924129963,0.020194169133901596,0.328109472990036,0.02112385258078575,0.2122713029384613,1.5931531190872192,0.05565951019525528,0.2800634503364563,0.08886750787496567,1.026030421257019,0.017357349395751953,0.05253509804606438,0.009355654008686543,0.9986203908920288,0.06512507796287537,1.296252965927124,0.01284562423825264,0.09470079839229584,0.1574029177427292,0.0075715165585279465,0.02474144473671913,3.0028340816497803,0.0701727345585823,0.05156533047556877,0.017393620684742928,0.014669529162347317,0.032356780022382736,0.10157380253076553,0.09384353458881378
Spotx5,0.7665761709213257,0.05273628607392311,1.1373372077941895,0.05216968432068825,0.017389856278896332,0.09930945187807083,0.00849643349647522,0.012455510906875134,0.011248241178691387,0.004939036909490824,0.02148093841969967,0.020493602380156517,0.10305514186620712,0.02222110889852047,0.013662725687026978,0.010136979632079601,0.0033588926307857037,0.22367103397846222,0.004297344479709864,2.008455276489258,0.02646513283252716,0.004661260638386011,0.006442729849368334,0.004874002188444138,0.004346953239291906,0.00475126039236784,0.003628969192504883,0.010330302640795708,0.008806891739368439,0.012124096974730492,0.006029756739735603,0.36044976115226746,2.4400079250335693,0.00602603517472744,0.0413895882666111,1.514723300933838,0.010064897127449512,0.017373541370034218,0.07506502419710159,0.011522490531206131,0.0163195189088583,0.009862607344985008,0.004705526866018772,0.0043818033300340176,0.009226061403751373,0.04183730110526085
Spotx6,0.011109608225524426,0.01720530167222023,0.007212330587208271,0.01464111264795065,0.014416802674531937,0.04429227486252785,0.03615193068981171,0.010638276115059853,0.014474734663963318,0.025387197732925415,0.02491670660674572,1.0156772136688232,0.12047285586595535,0.02503827214241028,0.03508589044213295,0.014273541048169136,0.12943372130393982,0.026111552491784096,0.012246564961969852,0.011383851058781147,0.013155491091310978,0.2899320721626282,1.4700539112091064,0.08893047273159027,0.4354015588760376,0.03450176492333412,0.033144984394311905,0.012003535404801369,0.012344200164079666,0.02709658443927765,0.01886475645005703,0.012740897946059704,3.881704807281494,0.008276544511318207,0.013075606897473335,0.01950741931796074,0.03858175128698349,0.32006895542144775,0.00866683479398489,0.15448831021785736,0.044938791543245316,4.788241386413574,0.010667054913938046,0.1494511216878891,0.038808032870292664,0.07375181466341019
Spotx7,0.007048400584608316,0.011467958800494671,0.004586566239595413,0.004803862888365984,0.014373245649039745,0.0038487280253320932,0.007623030338436365,0.01235210057348013,0.009380059316754341,0.15939651429653168,0.018606750294566154,0.010303249582648277,0.012973133474588394,0.014561004005372524,0.27293944358825684,3.5046324729919434,0.27112263441085815,1.1785832643508911,0.01253272220492363,0.008852391503751278,0.00503476383164525,0.008505645208060741,0.7548334002494812,0.014724915847182274,0.019717436283826828,0.02101847343146801,0.014060062356293201,0.016212280839681625,0.006941370666027069,0.018916040658950806,0.21704067289829254,0.01904989965260029,0.00908619724214077,0.014271499589085579,0.5455973148345947,0.1174926608800888,0.020121155306696892,0.07925790548324585,0.1168946847319603,0.05286909267306328,0.07713960111141205,0.0080717196688056,0.003999009728431702,0.0026634519454091787,0.012461557053029537,0.024071967229247093
Spotx8,0.060195449739694595,0.07901352643966675,1.5996391773223877,1.384499430656433,0.09672358632087708,0.06543860584497452,0.03653625398874283,0.09130419045686722,0.21433961391448975,1.2321603298187256,0.08988717943429947,0.5502263307571411,0.010272220708429813,0.01996856927871704,0.028798045590519905,0.014272757805883884,0.005304063204675913,0.0120262885466218,0.011143568903207779,0.015064272098243237,0.011805339716374874,0.008146735839545727,0.03811613842844963,0.32868874073028564,0.5484026670455933,2.901428461074829,1.5498473644256592,0.016835559159517288,0.050640352070331573,0.035145897418260574,0.05298241972923279,0.018570318818092346,1.7942314147949219,0.033256351947784424,0.2221105694770813,0.03249993920326233,0.23759041726589203,0.03861755132675171,0.03167009726166725,0.1863599717617035,0.04428417235612869,0.14140093326568604,0.009332535788416862,0.013844422996044159,0.22787177562713623,0.5188711285591125
Spotx9,0.060722846537828445,0.06117641180753708,0.03013237565755844,0.842924177646637,0.036949485540390015,0.009964561089873314,0.011555083096027374,0.009181502275168896,0.008591846562922001,0.0077659087255597115,0.04534488543868065,0.13584136962890625,0.008811842650175095,0.01534622348845005,0.4774661064147949,0.023923316970467567,0.10841621458530426,0.01761656627058983,4.380300521850586,0.011309848167002201,0.0064342753030359745,0.017881982028484344,1.1653516292572021,0.028774410486221313,0.35237038135528564,1.1105866432189941,0.21221096813678741,0.01629963517189026,0.02235572226345539,0.03752759471535683,0.016080472618341446,0.017216581851243973,0.014712260104715824,0.016164176166057587,0.5470089912414551,0.012013780884444714,0.3617183566093445,0.8809903860092163,0.012539947405457497,0.048006657510995865,0.02610023319721222,0.09121300280094147,0.012770569883286953,0.031373076140880585,0.15450206398963928,0.09229718148708344
Spotx10,0.026542268693447113,0.4984665811061859,0.3535939157009125,0.012474168092012405,0.023850586265325546,0.0041093965992331505,0.00812871940433979,0.11247926205396652,0.0056351651437580585,0.005525093991309404,0.021877773106098175,0.01721341721713543,0.010933996178209782,0.007028218824416399,0.004432022105902433,0.017483728006482124,0.003796236589550972,0.006965520791709423,0.11012963950634003,0.017908401787281036,0.007977787405252457,0.31451883912086487,1.204023003578186,0.10901439189910889,0.01703440584242344,0.016853829845786095,0.021656440570950508,0.023041119799017906,0.014653471298515797,0.012782648205757141,0.008253732696175575,0.01983613707125187,0.01656782068312168,0.004410956054925919,0.5638312101364136,0.22470563650131226,0.4604584872722626,0.004230919294059277,0.009852378629148006,0.05712486803531647,0.022236963734030724,0.012128699570894241,0.003643636591732502,0.005818916950374842,0.022176593542099,0.04728731885552406
Spotx11,0.07071595638990402,2.4981706142425537,1.5370718240737915,1.1809746026992798,0.11974883079528809,0.006954733747988939,0.003322641598060727,0.03455827385187149,0.004412725102156401,0.003447883762419224,0.007162374444305897,0.007439194247126579,0.003065094817429781,0.0028178237844258547,0.008696950040757656,0.0023584936279803514,0.003010333515703678,0.0027417498640716076,0.00354873132891953,0.0023527678567916155,0.02082023397088051,0.004051408264786005,0.9889009594917297,0.003303858917206526,0.003890041960403323,0.006517916452139616,0.004835211671888828,0.13138604164123535,0.0027942133601754904,0.005765107925981283,0.006636859383434057,0.0022674868814647198,0.005051325540989637,0.019260935485363007,1.4228190183639526,0.004058085847645998,0.0069100502878427505,0.00793661829084158,0.031111905351281166,0.011274021118879318,0.21017839014530182,0.00431453064084053,0.00409255875274539,0.01007896289229393,0.0066286539658904076,0.015402629040181637
