Astro_0,Astro_1,Astro_2,Astro_3,Astro_4,Ext_Amy_1,Ext_Amy_2,Ext_ClauPyr,Ext_Hpc_1,Ext_Hpc_2,Ext_Hpc_3,Ext_Hpc_4,Ext_L23,Ext_L25,Ext_L5_1,Ext_L5_2,Ext_L56,Ext_L6,Ext_L6B,Ext_Pir,Ext_Thal_1,Ext_Thal_2,Ext_Unk_3,Inh_1,Inh_2,Inh_3,Inh_4,Inh_5,Inh_6,Inh_Lamp5,Inh_Meis2_1,Inh_Meis2_2,Inh_Meis2_3,Inh_Meis2_4,Inh_Pvalb,Inh_Sst,Inh_Vip,LowQ_2,Micro,Nb_1,Nb_2,Oligo_1,Oligo_2,OPC_1,OPC_2,Unk_1,spot
0.0134547084030466,0.00260762515210394,0.151893075608129,0.0671150977779114,0.031493205936079,1.73461448473114e-05,1.73461448472858e-05,1.73461448473073e-05,1.73461448473093e-05,1.73461448473142e-05,1.73461448473252e-05,1.73461448473072e-05,1.73461448473043e-05,1.73461448473048e-05,1.73461448473269e-05,1.73461448473076e-05,1.73461448473061e-05,1.73461448472959e-05,0.0131659547788885,1.7346144847321e-05,1.73461448473069e-05,1.7346144847308e-05,0.153997379654274,0.108721317623137,0.0779290053798663,1.73461448473387e-05,1.73461448473169e-05,1.73461448473074e-05,1.73461448473054e-05,1.73461448472879e-05,1.73461448473094e-05,0.0146552939996879,0.141947554432253,0.0163916016226375,1.73461448473089e-05,0.0175263433158555,1.73461448473236e-05,1.73461448473071e-05,0.00106779904253234,1.73461448473082e-05,0.0792700817977001,1.73461448473074e-05,1.73461448473066e-05,0.00175193865235854,0.0130421760953205,1.73461448473053e-05,Spotx1
6.99979512160677e-07,6.99979512133332e-07,6.99979511548788e-07,6.99979512316087e-07,6.99979512126881e-07,6.99979512134208e-07,6.9997951220162e-07,1.02618744149951e-06,6.99979512133573e-07,6.99979512135681e-07,6.99979512119457e-07,6.99979512134345e-07,6.99979512138612e-07,6.99979512137088e-07,6.99979512134482e-07,6.99979512121289e-07,6.9997951213592e-07,6.999795121366e-07,0.00044958794856407,6.99979512119522e-07,6.99979512109439e-07,6.99979512133871e-07,0.221979361481491,6.99979512032082e-07,0.0179778081123562,0.00696559796608185,6.99979512130231e-07,6.99979512130847e-07,6.99979512131469e-07,6.99979512132003e-07,6.99979512076615e-07,0.0641497161105092,0.145140405520528,0.0359823384046304,0.351394836459351,1.21953499714039e-06,0.0266228075920875,6.99979512133177e-07,6.99979512132602e-07,7.46893554050807e-07,0.0241972094227062,0.00495844018484736,6.99979512133296e-07,8.42331154695409e-07,6.99979512134351e-07,0.0354195584770186,Spotx2
0.002530397495223,0.00102899642938856,2.47802069247222e-05,2.47802069241731e-05,0.0323398894668681,2.47802069247242e-05,2.47802069247208e-05,0.0220584346751667,2.4780206924726e-05,2.47802069247241e-05,2.47802069247369e-05,2.47802069247248e-05,0.0360185745342881,2.47802069247211e-05,2.47802069247175e-05,2.47802069247226e-05,0.0466966369926637,0.109562448118949,0.0323625488048252,2.47802069247218e-05,2.47802069247158e-05,2.47802069247205e-05,0.043284512676463,3.56127658756943e-05,2.47802069247421e-05,2.47802069247229e-05,2.47802069247215e-05,2.82138100273178e-05,2.47802069247244e-05,3.33266940730503e-05,2.47802069247307e-05,0.0207524363710123,0.253260085771435,0.0113398007457611,0.229081282767638,0.0364708033310734,2.47802069247268e-05,0.00298237027244675,0.00988065457522689,2.47802069247278e-05,0.0228501713293368,2.47802069247326e-05,2.47802069247245e-05,0.00491341442467834,0.0115707683263965,2.47802069247295e-05,Spotx3
8.49961097566527e-06,0.000548020270516939,8.49961097515485e-06,8.49961097491018e-06,8.49961097518016e-06,8.49961097517256e-06,0.0212936359417196,0.012578687283014,8.4996109751807e-06,8.49961097518334e-06,8.4996109751841e-06,8.49961097518639e-06,0.0183526587948062,0.00487118232555438,0.2486859454962,0.00175151370632076,4.42484980134094e-05,0.0127071539794733,0.0462280085903071,0.0120989250714266,8.49961097517774e-06,8.60335875080249e-06,0.199437398596086,8.49961097518038e-06,8.49961097518048e-06,8.49961097514349e-06,0.0253117308542468,8.49961097518026e-06,8.49961097518179e-06,8.49961092321365e-06,8.49961097518066e-06,0.0482062861578032,0.0898854619580692,0.0126121478319634,8.4996109751822e-06,8.49961097518069e-06,8.49961097518767e-06,9.39258037254363e-06,0.0795339129266644,0.0126220054692281,0.0153160389621146,8.49961097518163e-06,8.49961097518046e-06,8.49961097517996e-06,0.00912773472354621,0.062066252625436,Spotx4
0.0732891947563961,1.73461448473078e-05,0.0166252460109011,0.00246873500072419,1.73461448472985e-05,0.0199242517685368,1.73461448472904e-05,0.00753719372853749,1.73461448473088e-05,1.73461448473062e-05,1.7346144847306e-05,1.73461448473109e-05,0.0330216645650494,2.32703278129168e-05,1.73461448473196e-05,1.73461448473063e-05,0.0303553757254895,0.0154084153042493,1.73461448473058e-05,0.221016611699953,1.7346144847306e-05,1.73461448472999e-05,1.7346144847307e-05,1.73461448473186e-05,1.73461448473012e-05,1.73461448472919e-05,1.73461448472115e-05,1.73461448473047e-05,1.73461448473062e-05,0.00731187324779138,1.73461448472895e-05,0.0128992779051107,0.309755753167156,1.73461448473087e-05,1.73461448473085e-05,0.170838606812799,1.73461448472922e-05,1.73461448473044e-05,0.000419558391415444,1.73461448472868e-05,0.0053684662899145,1.73461448473073e-05,1.73461448473069e-05,1.73461448473062e-05,0.00671880661330666,1.73461448472932e-05,Spotx5
4.16480937783404e-06,4.16480937783846e-06,4.16480937775509e-06,4.16480937783761e-06,4.16480937783896e-06,4.16480937783661e-06,4.16480937784211e-06,4.16480937783768e-06,4.43702370074989e-06,4.16480937783379e-06,4.16480937783428e-06,0.0512292207003811,0.00642751146431127,0.0181099593406696,4.16480937784435e-06,4.16480937783043e-06,0.0344172126790909,4.16480937783174e-06,0.00520167066157929,4.16480937783485e-06,6.17737970997146e-06,0.000917464653884783,0.188230985743364,4.16480937783394e-06,3.0576586189827e-05,8.98254131930949e-06,4.16480937786246e-06,4.16480937784412e-06,4.16480937783785e-06,0.00457027892880072,4.16480937783455e-06,5.0204058728311e-06,0.349089647172423,0.0134108049899689,4.16480937784035e-06,1.78092392616967e-05,4.16480937783525e-06,0.0108068065727896,4.16480937783932e-06,0.00705223352889679,0.00737290685408485,0.00126519253325585,0.00212538698912939,0.215760455695829,0.015338389957007,0.00981259904738509,Spotx6
5.94972768248827e-06,5.94972768232166e-06,5.94972767810987e-06,5.94972768264245e-06,5.94972768262619e-06,5.94972768261901e-06,5.94972768262849e-06,5.94972768262447e-06,5.94972768262478e-06,5.94972768262634e-06,5.9497276826266e-06,5.94972768262289e-06,0.0292462208735487,5.94972768262047e-06,0.475754767612889,0.0371692692902442,0.0270492985071251,0.141347288693249,0.060885221040098,5.94972768264113e-06,5.94972768261177e-06,5.94972768262852e-06,0.064075032100342,5.9497276826068e-06,5.94972768262191e-06,5.94972768262993e-06,5.94972768264454e-06,5.94972768262719e-06,5.9497276826251e-06,5.94972768262799e-06,5.94972768262613e-06,0.0327093431888831,5.94972768262937e-06,5.94972768262413e-06,0.0535162832090972,0.0227211706120131,5.94972768262649e-06,5.94972768264641e-06,0.00550844306971444,0.0087888853896973,0.00659289215612113,5.94972768262897e-06,5.9497276826263e-06,5.94972768262547e-06,5.94972768262612e-06,5.94972768262472e-06,Spotx7
0.044042885900894,0.0362115626321061,0.00212285598991465,0.0113542153159519,0.0112106477075013,1.73461448473069e-05,1.7346144847308e-05,0.00566958410872729,0.0129240644016994,0.112709246606707,0.0324094498616085,1.73461448473055e-05,1.73461448473081e-05,1.7346144847308e-05,1.73461448472939e-05,1.73461448473104e-05,1.78049486233236e-05,1.7346144847291e-05,0.0294143923296891,0.0127084729444244,1.73461448473079e-05,1.73461448473086e-05,1.73461448473073e-05,1.73461448473121e-05,0.144481333775019,0.162372898738728,1.73461448473007e-05,1.73461448473102e-05,0.000380709191250547,0.00746784442256304,1.73461448473093e-05,0.0394605363596954,0.124819247429112,0.0117334897945083,0.00186862760259382,1.73461448473067e-05,1.73461448473066e-05,1.73461448473075e-05,0.00406307787662242,0.0194392025614344,0.0178122735271806,1.7346144847307e-05,0.00573708924809255,0.0240253854026517,0.00414488856104405,0.0298618475933112,Spotx8
2.40092972661922e-07,0.0112468748485971,2.40092972661141e-07,0.0134862332143105,2.40092972661119e-07,2.4009297266269e-07,2.40092972661565e-07,2.40092972662073e-07,2.40092972662086e-07,2.40092972663038e-07,2.40092972662733e-07,2.40092972661008e-07,3.33404359586277e-07,2.40092972662285e-07,0.0102916113776659,0.00573417330755323,1.31219848432808e-06,2.40092972663883e-07,0.596904978126454,0.0329398061256885,2.40092972660494e-07,2.4009297266144e-07,0.0918774943524992,2.40092972651332e-07,0.0219950967281459,1.11280623363206e-06,2.40092972604348e-07,2.40092972660989e-07,2.40092972661673e-07,0.014246444251468,2.40092972661708e-07,0.0080088558897143,0.00425441203643055,0.0187989419963687,0.0298939562893805,2.40092972667032e-07,0.00421084517471686,2.40092972668205e-07,0.00489344563983362,0.00837929495558309,0.00807913613310386,2.40092972661433e-07,0.00262855208106782,0.00823397867563583,0.00887784923686975,2.40092972660242e-07,Spotx9
0.0225968401106471,0.0391793252914104,1.21423013931153e-05,1.21423013931157e-05,1.21423013931149e-05,1.21423013930809e-05,1.21423013930943e-05,0.0602555362198514,1.21423013931224e-05,1.21423013931142e-05,1.2142301393115e-05,1.2142301393124e-05,1.21423013931258e-05,1.21423013931119e-05,1.21423013931067e-05,1.21423013931054e-05,1.21423013931205e-05,1.21423013930968e-05,0.0418920252234779,1.2142301393096e-05,1.21423013931463e-05,0.0518221890534572,0.388517977526582,1.21423013930904e-05,2.29858216414559e-05,1.2142301393101e-05,3.44995910553028e-05,1.21423013931112e-05,1.21423013931131e-05,1.21423013931162e-05,1.21423014570536e-05,0.0611529892215193,1.60553374717288e-05,0.00818664378033219,0.118639468777568,1.84696918558328e-05,0.0460428461969045,1.21423013931145e-05,0.00568839841953929,1.21423013931159e-05,0.0264961103826696,1.2142301393115e-05,1.21423013930933e-05,0.0021580236662518,0.006889831451892,1.21423013931142e-05,Spotx10
