	Astro_0	Astro_1	Astro_2	Astro_3	Astro_4	Ext_Amy_1	Ext_Amy_2	Ext_ClauPyr	Ext_Hpc_1	Ext_Hpc_2	Ext_Hpc_3	Ext_Hpc_4	Ext_L23	Ext_L25	Ext_L56	Ext_L5_1	Ext_L5_2	Ext_L6	Ext_L6B	Ext_Pir	Ext_Thal_1	Ext_Thal_2	Ext_Unk_3	Inh_1	Inh_2	Inh_3	Inh_4	Inh_5	Inh_6	Inh_Lamp5	Inh_Meis2_1	Inh_Meis2_2	Inh_Meis2_3	Inh_Meis2_4	Inh_Pvalb	Inh_Sst	Inh_Vip	LowQ_2	Micro	Nb_1	Nb_2	OPC_1	OPC_2	Oligo_1	Oligo_2	Unk_1
Spotx1	0.090667695	1.2965858e-10	0.15192457	0.025729232	0.02319567	1.2972315e-10	1.2959801e-10	1.2961408e-10	1.296027e-10	1.2952016e-10	1.2955821e-10	1.2960741e-10	1.2962148e-10	1.2978947e-10	1.2963065e-10	1.2962692e-10	1.2950732e-10	1.2957527e-10	0.013466483	1.2961086e-10	1.3006082e-10	0.052369546	0.13203329	0.16471574	0.09399733	1.2976893e-10	1.2974344e-10	0.025453659	1.2965043e-10	1.2962123e-10	0.011658448	1.2962298e-10	0.09664956	0.0037728858	1.2976151e-10	1.3001494e-10	1.2958812e-10	0.004092074	0.0137339365	0.0041615483	0.09212025	1.2962817e-10	1.2980977e-10	0.00025813424	1.2979119e-10	1.296257e-10
Spotx2	6.6413375e-11	6.640792e-11	6.635095e-11	6.6361965e-11	6.6373865e-11	6.638311e-11	6.639564e-11	0.016973667	6.643314e-11	6.6432124e-11	6.6402474e-11	0.0009775275	6.6459116e-11	6.648409e-11	6.637158e-11	6.6436814e-11	6.6397415e-11	6.6451004e-11	6.6421355e-11	6.6442386e-11	6.637057e-11	0.011260409	0.20713317	6.6457215e-11	0.009434875	0.068334356	0.007387431	6.6416664e-11	0.037402917	6.651872e-11	6.658498e-11	0.045344114	0.10571914	0.022536535	0.3729506	6.657965e-11	0.042493645	0.023497237	0.00044145706	6.636601e-11	0.013249006	6.6437564e-11	6.643947e-11	0.011613932	6.64344e-11	0.0032499668
Spotx3	1.0224912e-10	1.0216354e-10	1.02133926e-10	1.0219999e-10	0.030403877	1.02165096e-10	1.02214216e-10	0.027627036	1.02176406e-10	1.0217737e-10	1.0216841e-10	1.0216315e-10	0.040963914	0.023080863	0.02059756	1.02417574e-10	0.008299167	0.15042754	1.022035e-10	1.0222085e-10	1.0224912e-10	1.0230667e-10	0.04164812	1.02397056e-10	1.0223508e-10	0.0064016324	0.025736505	1.0225342e-10	0.00645456	0.007952467	1.0212341e-10	0.06696035	0.18043542	1.025591e-10	0.2816991	0.045619402	1.0222787e-10	1.02219094e-10	0.020720156	0.009459768	0.005512425	1.02148144e-10	1.0220857e-10	1.020792e-10	1.0214133e-10	1.0221694e-10
Spotx4	6.298086e-11	6.3034696e-11	6.3007766e-11	6.302291e-11	6.298121e-11	6.3075226e-11	0.008934819	6.306596e-11	0.008361995	6.312975e-11	6.306572e-11	6.29883e-11	6.300981e-11	6.306043e-11	6.3082324e-11	0.340365	0.0067507806	6.302724e-11	0.012015215	6.3096764e-11	6.303758e-11	0.041944202	0.18124309	6.333345e-11	0.029898172	6.3085336e-11	0.060391665	0.023273911	0.004568568	6.3068606e-11	0.080678925	0.0048653204	0.029824521	6.3112654e-11	6.3108324e-11	0.01571132	6.299443e-11	0.0014927104	0.06271881	0.016931418	0.011586194	6.3052126e-11	6.309532e-11	6.302724e-11	6.298927e-11	0.058443345
Spotx5	0.055917587	9.6347375e-11	0.021935288	0.023099326	9.632054e-11	0.01794102	9.6357665e-11	0.01021314	0.014531543	0.0044287336	9.658546e-11	9.636079e-11	0.008823536	9.636703e-11	9.641632e-11	9.641007e-11	9.6342594e-11	9.650039e-11	9.630934e-11	0.38628042	9.6312285e-11	9.6280865e-11	9.630456e-11	9.629648e-11	9.634131e-11	9.627059e-11	9.6212587e-11	9.6301446e-11	9.635013e-11	0.0014127392	9.62941e-11	0.04759983	0.22730741	9.635712e-11	9.637733e-11	0.17153446	9.634425e-11	9.658657e-11	9.625701e-11	9.621754e-11	9.62704e-11	9.6321104e-11	0.008974957	9.637862e-11	9.6284175e-11	9.629722e-11
Spotx6	6.841569e-11	6.8412685e-11	6.840759e-11	6.8408765e-11	6.840316e-11	0.007831796	6.8440746e-11	6.841412e-11	6.849821e-11	6.839468e-11	0.009811532	0.052508086	0.012116108	6.8480964e-11	6.850826e-11	6.845288e-11	0.032836586	0.021856189	6.837955e-11	6.8557285e-11	6.864404e-11	0.054424793	0.13282472	0.01700546	0.008544809	6.847574e-11	6.853571e-11	0.021703793	0.02436205	6.840525e-11	6.83982e-11	6.8468294e-11	0.37122875	6.862519e-11	6.846151e-11	6.844805e-11	6.845288e-11	0.018712275	0.02234559	0.012599158	6.844975e-11	0.17907111	6.835947e-11	6.8557285e-11	0.00021717734	6.842273e-11
Spotx7	7.49461e-11	7.491136e-11	7.492837e-11	7.495296e-11	7.484653e-11	7.4854234e-11	0.014714686	7.4967685e-11	7.4871366e-11	7.499643e-11	7.492637e-11	7.493295e-11	0.022545736	7.4846386e-11	0.0063594095	0.61434793	0.10176502	0.11795321	7.4964965e-11	7.504795e-11	7.490222e-11	7.496469e-11	0.06380852	7.492137e-11	7.4945376e-11	7.49138e-11	7.494223e-11	7.505496e-11	0.013473351	7.492352e-11	7.490208e-11	7.494552e-11	7.4884224e-11	7.496568e-11	0.024682585	0.0006346793	0.010755404	7.4908794e-11	7.472699e-11	0.0072056158	0.0017538932	7.48858e-11	7.4883225e-11	7.4910654e-11	7.4931235e-11	7.492552e-11
Spotx8	0.046317324	6.664433e-11	0.013713431	0.060258865	6.6600746e-11	0.042147223	6.6625906e-11	6.6627814e-11	0.023582175	0.17911424	0.014667028	6.662743e-11	6.659732e-11	6.65596e-11	6.659605e-11	6.654284e-11	6.659503e-11	6.660773e-11	6.6624886e-11	6.655745e-11	6.684152e-11	6.659999e-11	6.65996e-11	6.65775e-11	0.08155243	0.20762068	0.06575857	6.65883e-11	0.014952391	6.669748e-11	0.008987702	0.037748363	0.050569378	0.022204058	6.656696e-11	6.662107e-11	0.029829698	0.018292714	0.006038065	0.02170392	6.660062e-11	6.656607e-11	0.0033765538	0.0036911697	0.007377781	0.04049625
Spotx9	0.02392085	5.756484e-11	5.7660224e-11	5.7598006e-11	5.760438e-11	5.757055e-11	5.756846e-11	5.7607016e-11	5.7620752e-11	5.755024e-11	5.755243e-11	5.7581967e-11	5.7553642e-11	5.7592625e-11	0.0042466507	0.014937123	0.045541197	5.7617563e-11	0.5488214	5.761251e-11	5.7635483e-11	0.037300557	0.09869261	5.7612182e-11	5.7829616e-11	0.05879288	5.77421e-11	0.012366798	0.020000381	5.7692344e-11	5.758933e-11	5.763757e-11	5.7588344e-11	0.027330915	5.7684645e-11	5.768046e-11	0.023539523	0.038485814	5.7612734e-11	0.015838522	5.7626362e-11	0.018645067	0.0030345786	0.008504981	5.7603505e-11	5.7629325e-11
Spotx10	1.5927737e-10	0.029687291	1.592476e-10	1.5904573e-10	0.049734045	1.592391e-10	1.5910673e-10	0.00786934	1.5924032e-10	1.5939133e-10	1.5912706e-10	1.593266e-10	1.5922087e-10	1.5913222e-10	1.5967157e-10	1.5966123e-10	1.5916014e-10	1.5905362e-10	0.023773588	1.5910065e-10	0.038249463	0.043478414	0.39996	0.057065904	1.5907121e-10	1.5921116e-10	1.590961e-10	0.023490552	0.03484725	0.006827626	1.592555e-10	1.5948926e-10	1.5935576e-10	0.015979333	0.19992347	0.040950164	1.5969381e-10	1.5922604e-10	1.5906516e-10	1.5907396e-10	1.5910673e-10	0.01848726	1.5921207e-10	1.5914527e-10	0.002088268	0.007587921
