,q05_nUMI_factorsAstro_0,q05_nUMI_factorsAstro_1,q05_nUMI_factorsAstro_2,q05_nUMI_factorsAstro_3,q05_nUMI_factorsAstro_4,q05_nUMI_factorsExt_Amy_1,q05_nUMI_factorsExt_Amy_2,q05_nUMI_factorsExt_ClauPyr,q05_nUMI_factorsExt_Hpc_1,q05_nUMI_factorsExt_Hpc_2,q05_nUMI_factorsExt_Hpc_3,q05_nUMI_factorsExt_Hpc_4,q05_nUMI_factorsExt_L23,q05_nUMI_factorsExt_L25,q05_nUMI_factorsExt_L56,q05_nUMI_factorsExt_L5_1,q05_nUMI_factorsExt_L5_2,q05_nUMI_factorsExt_L6,q05_nUMI_factorsExt_L6B,q05_nUMI_factorsExt_Pir,q05_nUMI_factorsExt_Thal_1,q05_nUMI_factorsExt_Thal_2,q05_nUMI_factorsExt_Unk_3,q05_nUMI_factorsInh_1,q05_nUMI_factorsInh_2,q05_nUMI_factorsInh_3,q05_nUMI_factorsInh_4,q05_nUMI_factorsInh_5,q05_nUMI_factorsInh_6,q05_nUMI_factorsInh_Lamp5,q05_nUMI_factorsInh_Meis2_1,q05_nUMI_factorsInh_Meis2_2,q05_nUMI_factorsInh_Meis2_3,q05_nUMI_factorsInh_Meis2_4,q05_nUMI_factorsInh_Pvalb,q05_nUMI_factorsInh_Sst,q05_nUMI_factorsInh_Vip,q05_nUMI_factorsLowQ_2,q05_nUMI_factorsMicro,q05_nUMI_factorsNb_1,q05_nUMI_factorsNb_2,q05_nUMI_factorsOPC_1,q05_nUMI_factorsOPC_2,q05_nUMI_factorsOligo_1,q05_nUMI_factorsOligo_2,q05_nUMI_factorsUnk_1
Spotx1,0.5035885125398636,0.0018623608921188865,2838.2100463867187,780.9404083251953,52.51586933135986,0.00792126338928938,0.002656464034225792,0.0009972973464755343,0.0030654315603896977,0.0017456731176935137,0.007574994186870754,0.0039105770178139215,0.0027141236816532912,0.4758476883172989,0.002459487097803504,0.0028982882737182084,0.005261045997031033,0.0037618343601934614,0.0010359223058912903,0.007714065699838103,0.04542466569691897,0.019738060887902975,3083.998425292969,3257.616003417969,392.297868347168,0.003803427389357239,39.38332881927491,750.3928314208985,0.014492455543950202,0.0016734047560021284,0.005564788286574186,202.4525535583496,2023.534405517578,0.018053865619003774,0.8464539647102357,0.2722520560026169,0.07218532674014567,0.007138204807415607,0.0006220137613127009,0.002870225487276912,576.2425994873047,0.0012983191234525293,0.025768138654530048,0.12257942333817483,0.016349956113845113,0.001182787778088823
Spotx2,5.570019457081799e-05,0.00018538804361014626,0.00011537641075847206,0.00012191585301479793,0.000231639773119241,0.004848451353609562,0.000745210994500667,0.002308372035622597,0.0004628107737516985,0.0008518291200743989,0.00232031123014167,0.0019263865367975088,0.0032372575253248217,0.0028915116563439374,0.00333451246842742,0.0014452385425101969,0.00131743349484168,0.0015855205361731352,0.003091833204962313,0.0030499792890623214,0.0019631846400443467,0.0016831926302984356,7762.0299072265625,0.008875079033896328,58.0412826538086,0.053545441851019865,2019.7077514648438,0.003399527061264962,0.08302114866673946,0.005007073166780174,0.0019550990429706874,604.7098937988281,4819.733862304687,5.498198533058167,10592.438671875,0.01961270356550813,903.4083038330078,0.12920118011534215,9.146623669948894e-05,0.004277291591279209,0.002152255934197456,0.00040594679157948124,0.00032139073009602727,2.2293355226516725,0.016070823185145855,27.793206691741943
Spotx3,0.04202945362776518,0.22615475431084636,0.019458227604627613,0.008422536635771395,454.9614593505859,0.09113109447062015,0.014865619270130994,215.58078384399414,1.7863479018211366,0.030452406127005817,0.006072550965473056,0.00728112815413624,0.5457271397113801,1.319877552986145,511.86376037597654,0.0656369213014841,0.019427369628101588,2170.315393066406,0.0058152599260211,0.056125950068235404,0.0045472422381863,0.0055287555325776346,1925.3505554199219,1612.5680786132814,0.07102832235395909,0.04358738642185927,0.05532247908413412,0.2666748821735382,0.01590209291316569,0.007848039828240873,0.004490658361464739,0.390618009865284,4768.949560546876,1.7342243790626528,5039.702612304687,712.6016265869141,0.00834708847105503,0.011179296812042595,0.010043945629149677,0.024089105147868398,48.28622894287109,0.005960011156275869,0.03806539047509432,0.0017888056172523648,0.004774124990217388,0.0008434717921772972
Spotx4,0.0009627434541471303,0.0068151682382449515,0.001276206399779767,0.00375349948881194,0.0017745694378390913,0.027173598017543557,0.23228763714432715,0.011280587594956162,0.014380400720983745,0.01773055363446474,0.01610567942261696,0.00788550339639187,0.10171741470694542,0.03680176641792059,181.9926155090332,9936.140185546876,5.6070205688476555,0.051507067121565345,0.024352806806564334,744.025033569336,0.1258488677442074,130.78195114135744,6985.6898193359375,2.524274528026581,748.6734100341796,0.3920418724417688,2542.7349243164062,0.052276589907705784,0.27486831694841385,0.00387697609839961,1234.4999389648438,2.42660539150238,3373.9060302734374,0.013959105592221022,1.130914670228958,138.5500305175781,0.008861636184155941,0.025695314258337022,1279.065270996094,0.015193002205342055,0.008291064482182264,0.0012135903467424213,0.009658733196556569,0.246702229231596,0.548157125711441,0.016245472896844148
Spotx5,292.9446395874023,0.006562445964664221,1344.9775085449219,0.12792981974780562,0.00016796360796433873,1.7602165758609771,0.0008687292604008692,0.004050529981032014,0.0023932366631925104,0.0005532185401534662,0.004679895099252462,0.004758417676202956,5.260464692115783,0.009710442554205657,0.005495172576047481,0.002041171456221491,0.00185653914231807,293.81690216064453,0.0008935963036492468,8498.147705078125,0.024034440331161026,0.00040387147164437924,0.000925163010833785,0.0005504091677721591,0.0005198213446419687,0.00021799632158945312,0.0005482760025188327,0.00159919397556223,0.00132933238055557,0.0016382255940698086,0.0005178989536943847,424.70507965087893,6333.418481445313,0.0007789262075675651,0.03917531501501799,4459.756982421875,0.0014313489315100016,0.0012444261403288693,6.942089414596557,0.0003250633686548099,0.0004041610998683609,0.0002506503733457066,0.00045236841397127136,0.00040353297517867757,0.00027783537807408727,0.0005289036547765136
Spotx6,0.0007773810677463189,0.0004583604924846441,0.0018387957359664148,0.0008902383531676606,0.0005300223710946739,0.5195946276187897,0.6073922246694565,0.004695777269080281,0.03362541943788528,0.5886393189430237,0.01717145489528775,1907.1054260253907,15.966500854492187,0.014465412683784963,0.18637459054589275,0.01638952950015664,531.487173461914,0.012751507852226496,0.014253973774611952,0.011478053638711573,0.012004132149741055,406.2598754882813,6495.636474609375,0.3540553167462349,1249.653680419922,0.011898839194327594,0.14839865788817405,0.0084041902795434,0.004444385622628034,0.024411507137119773,0.004029190924484284,0.0016569411498494446,10329.584765625,0.003958737396169454,0.002926009416114539,0.02199347298592329,0.03269208632409573,450.3987579345703,0.00017541763227200136,0.6956529706716538,0.002532266650814564,4922.821801757812,0.002578763035126031,57.95915184020996,0.0048403300577774646,0.0054030676139518626
Spotx7,0.00020817353142774664,0.00018946179989143275,0.0006126939639216289,0.00048643380432622507,0.000346313878253568,0.0007276927091879771,0.002597317995969206,0.003809832758270204,0.002853369840886444,312.8685897827149,0.0010815677233040333,0.0019562396337278187,0.009281635424122215,0.0012602648930624127,310.9296157836914,14325.969042968749,890.6547760009767,3308.7059326171875,0.04243391491472722,0.00433397616725415,0.0010753046954050662,0.0017224952985998247,3219.3876342773438,0.0006039090745616704,0.10164203308522701,0.0016962660534773023,0.0018848627340048553,0.001642225275281817,0.0029613813385367393,0.010922970902174712,278.3318374633789,0.005322200618684292,0.0011019612313248218,0.03505167365074158,1573.8854553222657,53.886688041687016,0.01698215613141656,0.14569409489631654,30.063006782531737,0.0035218379925936465,0.12907239496707915,0.00030787068826612087,0.00028106747486162937,0.00038398384058382375,0.0007365450874203817,0.00027996338758384814
Spotx8,0.03544794600456953,0.0637692838907242,1825.2777465820313,1198.7882568359375,0.04552620705217124,4.03649411201477,0.43676762282848364,104.76624717712401,246.97331848144535,5517.4058837890625,2.7302304625511176,905.0394165039063,0.011934574646875263,0.05293157808482647,0.1953803509473801,0.023896763939410447,0.02856998108327389,0.006732594920322301,0.035365769080817705,0.03605592101812363,0.01812131153419614,0.02177751595154405,0.9098612308502197,95.40887222290038,1406.1092163085937,5359.4205078125,5250.911083984374,0.03843245785683393,1.2335139393806458,0.115382594242692,0.14232788011431693,0.04386293683201075,4930.854223632813,0.32747568935155874,635.2778594970703,0.15349772199988365,184.72238082885744,0.17390594258904457,0.0044560561189427965,1.4650034189224244,0.011428543506190181,4.564868330955505,0.00887260059826076,0.02249522563070059,30.789424514770506,0.44710499346256255
Spotx9,0.06378923580050469,0.012347434693947435,0.013795334007591009,749.8141571044922,0.0027965157409198583,0.012489852262660863,0.007750093168579043,0.00562911294400692,0.001556937722489238,0.004350244998931885,0.06753065921366215,81.33006477355957,0.00357499624369666,0.00465948018245399,561.9830322265625,0.018544925749301912,382.2068557739258,0.00675241039134562,17971.260546874997,0.017464128229767086,0.006541098910383881,0.053028682805597784,4903.48505859375,0.014340184582397341,863.1949645996094,1081.9492797851562,741.2100921630858,0.011288686050102114,0.056702890619635585,0.15169552862644198,0.003104726003948599,0.004639971069991589,0.002437225705944002,0.021869615092873575,1568.359228515625,0.021441407315433026,308.07393646240234,1520.7306030273437,0.002373955096118152,0.0057432618224993355,0.004356763092800975,0.5245894074440003,0.016758830193430187,0.14286868870258332,14.378339099884034,0.0037735657184384762
Spotx10,0.014255146402865649,255.04386672973635,340.4681991577149,0.008736144099384547,0.00467477198690176,0.008457073103636505,0.008029960934072733,348.70909576416017,0.003261509817093611,0.003951255592983217,0.0144655775744468,0.024050816614180806,0.11641913466155529,0.012327687256038191,0.008188850106671454,0.10036434456706046,0.007788581284694373,0.014091495936736465,322.3405014038086,0.25716626942157744,0.019208702351897956,778.8614379882813,5191.948461914063,1.808842933177948,0.09428555294871331,0.007031307858414949,0.04567997828125954,0.7468186646699906,0.0337399158626795,0.02121957987546921,0.0038480002433061602,0.17656391486525536,0.012399785360321403,0.006435727584175766,1740.9667419433592,467.28686981201173,944.2455200195312,0.0034731806954368953,0.0038130635512061417,0.1602285832166672,0.02635458456352353,0.005189503752626479,0.00247478747041896,0.0034583426197059455,0.04219735041260719,0.001087138563161716
