,q05_spot_factorsAstro_0,q05_spot_factorsAstro_1,q05_spot_factorsAstro_2,q05_spot_factorsAstro_3,q05_spot_factorsAstro_4,q05_spot_factorsExt_Amy_1,q05_spot_factorsExt_Amy_2,q05_spot_factorsExt_ClauPyr,q05_spot_factorsExt_Hpc_1,q05_spot_factorsExt_Hpc_2,q05_spot_factorsExt_Hpc_3,q05_spot_factorsExt_Hpc_4,q05_spot_factorsExt_L23,q05_spot_factorsExt_L25,q05_spot_factorsExt_L56,q05_spot_factorsExt_L5_1,q05_spot_factorsExt_L5_2,q05_spot_factorsExt_L6,q05_spot_factorsExt_L6B,q05_spot_factorsExt_Pir,q05_spot_factorsExt_Thal_1,q05_spot_factorsExt_Thal_2,q05_spot_factorsExt_Unk_3,q05_spot_factorsInh_1,q05_spot_factorsInh_2,q05_spot_factorsInh_3,q05_spot_factorsInh_4,q05_spot_factorsInh_5,q05_spot_factorsInh_6,q05_spot_factorsInh_Lamp5,q05_spot_factorsInh_Meis2_1,q05_spot_factorsInh_Meis2_2,q05_spot_factorsInh_Meis2_3,q05_spot_factorsInh_Meis2_4,q05_spot_factorsInh_Pvalb,q05_spot_factorsInh_Sst,q05_spot_factorsInh_Vip,q05_spot_factorsLowQ_2,q05_spot_factorsMicro,q05_spot_factorsNb_1,q05_spot_factorsNb_2,q05_spot_factorsOPC_1,q05_spot_factorsOPC_2,q05_spot_factorsOligo_1,q05_spot_factorsOligo_2,q05_spot_factorsUnk_1
Spotx1,0.5585722357034684,0.042199013940989974,1.0053309440612792,0.324297733604908,0.17820637598633765,0.0003157910032314249,7.429513789247723e-05,6.708719884045422e-05,0.00011249012022744864,4.553089165710845e-05,0.0006600031483685598,0.0008033979334868491,0.0002026302980084438,0.0029945443966425955,0.00021188006430747922,0.00020334437431301922,6.24504955339944e-05,0.00013867571760783903,7.062152544676792e-05,0.00019447566373855806,0.0014365128765348345,0.00046921319444663827,0.3694490253925323,0.4430548056960106,0.012050554715096952,0.003544914512895048,0.23021681755781173,0.11062814332544804,0.001490725571056828,0.00024587356310803445,0.010042375139892102,0.049944797344505784,0.4458871617913246,0.000369106860307511,0.06193244159221649,0.001072085346095264,0.0015605913125909864,0.0012083080713637172,0.0006459352327510715,0.0028246084460988646,0.47981537580490113,0.0023499857052229345,0.0005871331319212915,0.0010041053814347834,0.004730478394776583,0.007048560213297605
Spotx2,2.7328998476150447e-05,7.395764951070306e-05,2.4612387642264368e-05,2.3199474617285885e-05,0.00044267878547543665,0.0003470210853265599,0.0001499785532359965,0.00020941732727806084,8.78736002050573e-05,5.589241554844193e-05,0.0010120283055584877,0.0009026825835462659,0.0004602554166922346,0.0010282089351676404,0.0006126394466264174,0.0002641610946739093,7.552277493232397e-05,0.00018270384971401653,0.0002287997202074621,0.00028007907967548824,0.0008893930003978312,0.0019557106075808405,1.0310414493083955,0.007284988323226571,0.031822530925273894,0.01931888125836849,0.422868375480175,0.004196790629066527,0.01459537367336452,0.0010698129539377988,0.03063073204830289,0.11465100385248661,1.0751601576805114,0.012023761309683323,1.935459554195404,0.0021215218119323255,0.2664120465517044,0.005660862778313458,0.00042038782994495704,0.012259929114952682,0.010200312221422793,0.0007571828580694273,1.6940582554525463e-05,0.0029413372743874793,0.010402703797444702,0.058346801437437534
Spotx3,0.01479570623487234,0.004879253194667399,0.01124390452168882,0.0006762888107914478,0.4051791101694107,0.0015009214403107762,0.00028756316896760836,0.04406146742403507,0.002914523787330836,0.0002764797231066041,0.0007965367723954842,0.0009769734577275812,0.0022799032856710257,0.014942802395671608,0.09919356033205987,0.0017479338042903692,0.00017115612063207665,0.285810412466526,0.00014168530105962418,0.0008542996394680813,0.00012403525397530757,8.221325697377324e-05,0.22337589487433432,0.2936133280396461,0.0014970637508668005,0.0027903128415346146,0.010893425485119224,0.005470302258618176,0.0014477507735136898,0.0006094057520385831,0.012763249734416605,0.009895654348656534,1.1105922877788545,0.003216053929645568,0.9397114813327789,0.15049854144454003,0.00038919786020414905,0.0008876638283254578,0.002703142655082047,0.011128839896991849,0.1475952133536339,0.0007141219597542659,0.00046576549066230656,5.1828594041580804e-05,0.0005063330347184092,0.006700148736126722
Spotx4,0.00025113672891166063,0.0008705614745849745,0.00021464071105583573,0.00041072223684750496,0.002542657393496484,0.0014401637483388188,0.0031176205025985836,0.0006403639068594203,0.0010484809696208687,0.0007781580992741511,0.001775540364906192,0.0016562622389756144,0.003981053782626987,0.009261917928233741,0.0307640939950943,1.390058732032776,0.0029441304039210083,0.001981005840934813,0.002050510991830379,0.025730444584041834,0.009474592469632627,0.03852534275501967,0.9552289634943009,0.032259023375809194,0.02540262062102556,0.056128904409706595,0.5661929398775101,0.011817168537527322,0.020522594917565584,0.00030853338539600373,0.4249739140272141,0.018702910095453263,0.8289316147565842,0.0013451556907966733,0.15180611237883568,0.005363665148615838,0.0006369160953909159,0.0044071624986827375,1.5098001003265382,0.03773889038711786,0.019450200255960226,0.0011992235260549933,0.0003935659595299512,0.001791127445176244,0.018564400263130665,0.03974310196936131
Spotx5,0.37431832551956173,0.036520692706108096,0.4776423811912537,0.029298621136695145,0.009587896382436158,0.01899356599897146,7.196662845672109e-05,0.00033699578925734387,0.0003528551853378304,9.307387117587495e-05,0.001645314320921898,0.0016053605766501277,0.016109762620180844,0.0055180897004902365,0.000983183941571042,0.00043675261695170776,5.211116458667675e-05,0.017654311377555132,3.949614929297241e-05,1.1127211809158324,0.006863597268238664,2.5030127926584103e-05,0.00022238706733332947,0.0006747565668774769,8.328059702762404e-05,0.00026346869417466224,0.00010350131597078872,0.000314058993535582,0.00032685737387510015,0.00029968931921757757,0.004230005736462773,0.11287692189216614,1.4690962076187135,8.263475865533111e-05,0.14283315166831018,0.6810660839080811,0.0001938298359164037,0.001311032148078084,0.010053269099444151,0.0004865812705247663,0.005271069961600005,0.0003097397449892014,3.651732586149592e-05,4.235809610690922e-05,0.00027596912259468813,0.005335854878649115
Spotx6,0.00042811107996385553,0.0005392164632212372,0.0005568506894633174,0.00017916682627401316,0.0038267826428636906,0.004027935955673457,0.0034172055660746993,0.00045672858686884865,0.002086062717717141,0.0037997598526999356,0.007947136694565416,0.4223531723022461,0.01068104854784906,0.012206479953601957,0.005864132638089359,0.0026368540944531563,0.007087510754354299,0.002059318660758436,0.0015602569736074656,0.0014004233409650626,0.005973646440543235,0.054224261641502375,0.8435347765684128,0.08339246585965157,0.022141577769070865,0.01092815031297505,0.12018489390611647,0.0037478542886674403,0.0028772902442142367,0.00215100571513176,0.03885625246912241,0.006443671230226756,2.28061443567276,0.0004553869875962846,0.04326484240591526,0.0017953108414076268,0.0026010220637544992,0.09214035347104073,0.0011588827474042775,0.05378819461911917,0.01426082020625472,2.671621561050415,0.0003324835546663962,0.030796137265861036,0.005930720851756633,0.030251574516296384
Spotx7,5.652401232509874e-05,3.177511207468342e-05,6.367649002640974e-05,1.4353801316246975e-05,0.00028609315340872855,2.1436588212964125e-05,0.00012260410985618365,4.59296546978294e-05,6.705940904794261e-05,0.05256454069167375,0.00013813803307130004,0.0001396411345922388,0.00014860041992506012,0.0005911105894483627,0.07323223948478699,2.0981189131736753,0.10820104852318764,0.6369843363761902,0.0010643773304764182,0.0001258438929653494,0.00020232391907484273,0.0005766459507867694,0.421344405412674,0.0006128508422989399,0.002088417101185769,0.0024192299810238183,0.023755248077213763,0.0006955497345188632,0.0004873598591075279,0.0003969574099755846,0.02835918674245477,0.0006161390221677721,0.045126193948090074,0.00024460720451315867,0.32052741199731827,0.003426141093950719,0.0011505998612847178,0.008640229050070048,0.024393598176538942,0.012751435395330192,0.006873088935390115,0.00010042837020591832,1.6149034934187511e-06,7.815036087777117e-06,0.00016244111975538544,0.0018024555640295148
Spotx8,0.33787017911672595,0.0995924673974514,0.6599446356296539,0.49817955642938616,0.1194003663957119,0.011071273824200034,0.002856515604071319,0.004531236924231053,0.04092820100486278,0.700485497713089,0.019270650297403335,0.15599071234464645,0.0006045655289199204,0.003954525920562446,0.0038813757710158825,0.001304762321524322,0.0002828903947374784,0.0007417114276904612,0.0008031504898099229,0.001844744459958747,0.0013635658309794963,0.000593063427368179,0.041378027945756915,0.14832829460501673,0.22487678602337838,1.189233911037445,0.980759009718895,0.004124310472980142,0.00818746448494494,0.0037100814282894135,0.06845892034471035,0.0062065007397905,1.0326854765415192,0.0033170802867971364,0.17502342388033867,0.0025039705680683253,0.016268859151750803,0.007072009658440947,0.0029171175905503338,0.05120342802256346,0.032461737655103205,0.03248189333826303,0.0005570281326072291,0.0014026089396793396,0.02973906397819519,0.06661983914673328
Spotx9,0.06103031691163779,0.015114672342315316,0.054929633624851704,0.2424811266362667,0.007462756964378059,0.00043236288765911016,0.00021620735060423613,0.000140321741491789,0.00013709472477785312,0.0001117388666898478,0.0014687881863210352,0.004167484492063523,0.00025976079487008977,0.001541973394341767,0.1616959497332573,0.00128423489513807,0.015138637833297252,0.0007044246594887228,2.615229940414429,0.0005124023940879851,0.0011844731110613794,0.007649390469305218,0.6701718509197235,0.0037605725927278397,0.039561207033693785,0.09798707850277424,0.46905216574668884,0.003659332206007093,0.006061266828328371,0.002438905986491591,0.010059866076335312,0.0005429840093711391,0.0037421584594994786,0.0009678639238700272,0.34170033037662506,0.0018895932880695911,0.05109055396169424,0.3798512056469917,0.0018440479587297886,0.014518846198916436,0.0040209197206422685,0.018854757398366926,0.00014964044021326117,0.0007789048017002643,0.027291435562074185,0.013543763989582657
Spotx10,0.06497062183916569,0.13914747759699822,0.14169443547725677,0.0020128816016949714,0.008204212645068765,3.225571017537732e-05,5.070095612609294e-05,0.02199749443680048,7.027691572147887e-05,2.019508747252985e-05,0.0004276815860066563,0.00032230115757556635,0.00033608047961024566,0.00038492484891321514,6.095657681726153e-05,0.00022754410456400366,1.1244127335885423e-05,7.114812506188173e-05,0.02683609891682863,0.0001421545857738238,0.0007042687386274338,0.13866843134164808,0.7192880928516387,0.012657942390069366,0.0015628050896339118,0.002153794001787901,0.07237909957766532,0.0027723619248718025,0.001906574552413076,0.0003490822549792938,0.001409371045883745,0.0004345310459029861,0.029531090147793294,7.597597905260046e-05,0.3464305832982063,0.048073327355086806,0.19785117357969284,0.00014777783362660558,0.0008082038635620848,0.014678875915706158,0.002476547134574503,0.00047423171345144515,1.5084553842825698e-05,1.828600979933981e-05,0.0009207227063598111,0.004472739086486399
