"","predicted.id","prediction.score.Inh_4","prediction.score.Oligo_2","prediction.score.Ext_Hpc_4","prediction.score.Ext_Unk_3","prediction.score.OPC_1","prediction.score.Inh_1","prediction.score.Ext_Pir","prediction.score.Ext_ClauPyr","prediction.score.LowQ_2","prediction.score.Ext_Amy_2","prediction.score.Micro","prediction.score.Ext_L23","prediction.score.Inh_Pvalb","prediction.score.Inh_5","prediction.score.Inh_Sst","prediction.score.Ext_Thal_1","prediction.score.Ext_L25","prediction.score.OPC_2","prediction.score.Ext_Hpc_1","prediction.score.Inh_Meis2_2","prediction.score.Astro_0","prediction.score.Inh_6","prediction.score.Unk_1","prediction.score.Ext_L5_2","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Astro_2","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_2","prediction.score.Ext_L6","prediction.score.Oligo_1","prediction.score.Ext_Amy_1","prediction.score.Inh_Lamp5","prediction.score.Inh_2","prediction.score.Ext_Thal_2","prediction.score.Astro_1","prediction.score.Inh_Vip","prediction.score.Inh_Meis2_3","prediction.score.Inh_3","prediction.score.Ext_Hpc_3","prediction.score.Astro_3","prediction.score.Ext_L6B","prediction.score.Inh_Meis2_4","prediction.score.Nb_2","prediction.score.Nb_1","prediction.score.Astro_4","prediction.score.max","spot"
"Spotx1","Astro_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470359341091357,0,0,0,0,0,0.391322233425047,0,0,0,0,0,0,0,0,0.098636549122088,0,0,0,0.000550654679862934,0.0391312216816443,0,0,0,0,0,0.470359341091357,"Spotx1"
"Spotx2","Inh_Pvalb",0.0832207753224761,0,0,0,0,0.0210301539399233,0,0,0,0,0,0,0.32738424045786,0,0.0439900796997459,0.051063012187601,0,0,0,0,0,0.0325333653021972,0.00588576881649365,0,0,0,0,0.00303801918032208,0,0,0,0,0,0.121652934998509,0,0,0,0.00804009850955237,0.127323365728714,0,0,0,0.174838185856605,0,0,0,0.32738424045786,"Spotx2"
"Spotx3","Inh_Pvalb",0.00859100872122346,0,0.00923885503265702,0.0062752109566031,0,0.109771542690777,0,0,0.0476920561420743,0,0,0,0.392401800462396,0,0.0307764790689626,0.0946695368781654,0,0,0.000375939747441987,0,0,0,0,0.0261852222311305,0,0,0,0.12232997868795,0,0,0,0.041429239885263,0,0,0,0,0,0.0873671487085014,0,0.0228959807868543,0,0,0,0,0,0,0.392401800462396,"Spotx3"
"Spotx4","Micro",0,0,0,0,0,0.00994690316674695,0.00774386251305123,0,0,0.0439538060628563,0.400796300574863,0.0763173018637914,0,0,0,0,0.0128450208671134,0,0.0311338895764772,0.156177071718809,0,0,0.0586464740748888,0,0.0615534473574736,0.0156876069703045,0,0,0.00709687527639824,0,0,0,0,0,0.114265162901204,0,0,0,0,0.00383627707602372,0,0,0,0,0,0,0.400796300574863,"Spotx4"
"Spotx5","Ext_Amy_1",0,0,0.0318853166630243,0,0,0.15232476868663,0.096050468206332,0,0,0.00211732148205263,0,0,0,0,0,0,0.167554640155953,0,0,0,0,0,0.0091765621503804,0.039705674288752,0,0,0,0,0,0,0,0.268865815570468,0,0,0,0,0,0.00220125591816352,0,0.230118176878245,0,0,0,0,0,0,0.268865815570468,"Spotx5"
"Spotx6","OPC_1",0.00550961801121323,0,0,0,0.670879846127559,0.0147197831565908,0,0,0,0.00728392441735072,0,0.00263466904950034,0,0.0248702322533671,0,0.00195159151140386,0.0010248236066707,0,0,0.0733865084342558,0,0.019943751093494,0.030636377713119,0,0,0.00296135282239826,0,0.0316617951726294,0,0,0,0,0,0,0.111835696201346,0,0,0,0.000700030429101884,0,0,0,0,0,0,0,0.670879846127559,"Spotx6"
"Spotx7","Ext_L5_1",0,0,0,0,0,0,0.00530783375977989,0,0,0,0,0.0074001144165812,0,0,0,0,0.00477324134083646,0,0,0,0,0,0,0.00729372861888082,0.967931353245041,0,0,0,0,0.00729372861888082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967931353245041,"Spotx7"
"Spotx8","Ext_Amy_1",0.000600739053516637,0,0.0683951928093341,0,0,0.0372656226342268,0.112731346532459,0,0,0.056115168532959,0,0,0,0,0,0,0.00203638001004482,0,0.180569675153164,0,0.0315553050136814,0,0.0306182993955079,0,0,0,0.048931887455948,0,0.153754681358991,0,0,0.262453387695972,0,0,0,0,0,0,0,0.0149723143541949,0,0,0,0,0,0,0.262453387695972,"Spotx8"
"Spotx9","Ext_L6B",0,0,0,0,0,0,0.000929371666415497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000576837661016174,0,0.24417841240449,0,0,0,0.033425525544414,0,0,0,0,0,0,0,0,0,0,0,0.720889852723664,0,0,0,0,0.720889852723664,"Spotx9"
"Spotx10","Inh_Sst",0.00134532160152886,0.0293968467240438,0,0.0502514189517649,0,0.0348530366830964,0,0.00101272475949769,0.0250163369046768,0,0,0,0.193732216345921,0,0.301320658259603,0.0125258328036892,0,0,0,0.00605337349691757,0,0,0.000234499781947459,0,0,0,0,0,0,0,0.0132694500162705,0,0.0327805805181249,0,0,0,0,0,0,0,0,0,0,0.298207703152918,0,0,0.301320658259603,"Spotx10"
"Spotx11","Astro_1",0,0.00412195395642907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016689889031025,0,0,0,0,0.16118941263745,0.00754765933837839,0,0,0,0,0.0509739887895647,0,0,0,0,0,0,0,0,0.767492944682054,0,0,0,0,0,0,0.00700505169302125,0,0,0,0.767492944682054,"Spotx11"
