"","predicted.id","prediction.score.Inh_4","prediction.score.Oligo_2","prediction.score.Ext_Hpc_4","prediction.score.Ext_Unk_3","prediction.score.OPC_1","prediction.score.Inh_1","prediction.score.Ext_Pir","prediction.score.Ext_ClauPyr","prediction.score.LowQ_2","prediction.score.Ext_Amy_2","prediction.score.Micro","prediction.score.Ext_L23","prediction.score.Inh_Pvalb","prediction.score.Inh_5","prediction.score.Inh_Sst","prediction.score.Ext_Thal_1","prediction.score.Ext_L25","prediction.score.OPC_2","prediction.score.Ext_Hpc_1","prediction.score.Inh_Meis2_2","prediction.score.Astro_0","prediction.score.Inh_6","prediction.score.Unk_1","prediction.score.Ext_L5_2","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Astro_2","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_2","prediction.score.Ext_L6","prediction.score.Oligo_1","prediction.score.Ext_Amy_1","prediction.score.Inh_Lamp5","prediction.score.Inh_2","prediction.score.Ext_Thal_2","prediction.score.Astro_1","prediction.score.Inh_Vip","prediction.score.Inh_Meis2_3","prediction.score.Inh_3","prediction.score.Ext_Hpc_3","prediction.score.Astro_3","prediction.score.Ext_L6B","prediction.score.Inh_Meis2_4","prediction.score.Nb_2","prediction.score.Nb_1","prediction.score.Astro_4","prediction.score.max","spot"
"Spotx1","Astro_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755832800670628,0,0,0,0,0,0.171610227382492,0,0,0,0,0,0,0,0,0.0495744438706327,0,0,0,0,0.0229825280762464,0,0,0,0,0,0.755832800670628,"Spotx1"
"Spotx2","Inh_Pvalb",0.038581873581723,0.00037994667637693,0,0,0,0.00647925069228172,0,0,0,0,0,0,0.582471024819716,0.0999686855556664,0.176543284794622,0.0451522526918408,0,0,0,0,0,0,0.000882051622368794,0,0,0,0,0,0,0,0,0,0,0.0268738911833456,0.00262433967364694,0,0,0,0.0200433987084109,0,0,0,0,0,0,0,0.582471024819716,"Spotx2"
"Spotx3","Inh_Pvalb",0.0198804851042158,0,0.00619380808762235,0,0,0.0444014158719704,0.0678593236775444,0,0,0,0,0,0.439419019945361,0.0339082382911061,0.0152650206602451,0,0,0,0,0.0294104372708712,0,0,0.0369618459243434,0,0,0,0,0.0322290052186963,0,0,0,0,0.0760583782796506,0,0.000793274938968392,0,0.0323429305159609,0,0.01110867315775,0.0132546048541196,0,0,0.00501318456594017,0.135900353635634,0,0,0.439419019945361,"Spotx3"
"Spotx4","Ext_ClauPyr",0.0856083600948741,0,0,0,0,0.0398718257133021,0.0102649623273995,0.168921786597069,0,0.0200155032808902,0,0.163488964404886,0,0.10498459779733,0,0,0.102627417190434,0,0,0,0,0,0.0121111382632499,0,0.16550159980729,0,0,0,0,0.0656437676387995,0,0.0277407067127987,0,0.00912897246144899,0,0,0,0,9.55676359823746e-05,0,0,0,0.023994830074246,0,0,0,0.168921786597069,"Spotx4"
"Spotx5","Inh_Meis2_1",0,0,0.0342750248280593,0,0,0,0.281396895580173,0,0,1.43789597924512e-05,0,0,0,0,0,0,0,0,0,0.190193422762661,0,0,0.0259867029544541,0,0,0,0,0.315684925340298,0,0,0,0,0,0,0,0,0,0.0732050712886787,0,0.0489291675861005,0,0,0.00716170688968221,0.0231527038101002,0,0,0.315684925340298,"Spotx5"
"Spotx6","OPC_1",0.0214415800790527,0,0,0,0.726675062764468,0,0.0292326443726657,0,0,0.00388857457005711,0,0,0,0,0,0,0,0,0,0.0208057638214961,0,0,0.0200856081259742,0,0,0.0400482640509098,0,0.0133759601586592,0,0,0,0,0,0,0.065677701854298,0,0,0.0521134570710334,0,0,0,0,0,0.00665538313138585,0,0,0.726675062764468,"Spotx6"
"Spotx7","Ext_L5_1",0,0,0,0,0,0,0,0,0,0,0,0.0243235387086711,0,0,0,0,0.0288625695524972,0,0,0,0,0,0,0,0.914304375492514,0,0,0,0,0.0325095162463181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914304375492514,"Spotx7"
"Spotx8","Ext_Pir",0.00447393035265446,0,0.191968433914918,0,0,0,0.463106587469664,0,0,0.0429724026330561,0,0,0.00905582650552179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914059377445675,0,0,0,0,0.0732317456704647,0,0.00234306398492062,0.0590284979302723,0,0,0,0,0.0624135737939602,0,0.463106587469664,"Spotx8"
"Spotx9","Ext_L56",0,0,0,0,0,0,0,0.00842713999922247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00407401531058506,0,0,0.571525956823375,0,0,0,0.00909937235309963,0,0,0,0,0,0,0,0,0,0,0,0.406873515513718,0,0,0,0,0.571525956823375,"Spotx9"
"Spotx10","Ext_Unk_3",0.157637894765033,0.0388281925883242,0,0.253033834713713,0,0.0143330740911439,0,0.000227521666558298,0.0539700688392266,0,0,0,0.171185289863874,0,0.00872641014229848,0,0,0,0,0,0,0,0.000200669503113948,0,0,0.00109769651562949,0,0,0,0,0.0573058325915234,0,0,0.0823651219550316,0.138259343738339,0,0.00652171412816099,0,0.00345917076956944,0,0,0,0,0,0.0128481641284592,0,0.253033834713713,"Spotx10"
"Spotx11","Astro_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256357262882183,0,0,0,0,0,0.180845626124708,0,0,0,0,0,0,0,0,0.247760460492578,0,0,0,0,0.31503665050053,0,0,0,0,0,0.31503665050053,"Spotx11"
