"","predicted.id","prediction.score.Inh_4","prediction.score.Oligo_2","prediction.score.Ext_Hpc_4","prediction.score.Ext_Unk_3","prediction.score.OPC_1","prediction.score.Inh_1","prediction.score.Ext_Pir","prediction.score.Ext_ClauPyr","prediction.score.LowQ_2","prediction.score.Ext_Amy_2","prediction.score.Micro","prediction.score.Ext_L23","prediction.score.Inh_Pvalb","prediction.score.Inh_5","prediction.score.Inh_Sst","prediction.score.Ext_Thal_1","prediction.score.Ext_L25","prediction.score.OPC_2","prediction.score.Ext_Hpc_1","prediction.score.Inh_Meis2_2","prediction.score.Astro_0","prediction.score.Inh_6","prediction.score.Unk_1","prediction.score.Ext_L5_2","prediction.score.Ext_L5_1","prediction.score.Ext_L56","prediction.score.Astro_2","prediction.score.Inh_Meis2_1","prediction.score.Ext_Hpc_2","prediction.score.Ext_L6","prediction.score.Oligo_1","prediction.score.Ext_Amy_1","prediction.score.Inh_Lamp5","prediction.score.Inh_2","prediction.score.Ext_Thal_2","prediction.score.Astro_1","prediction.score.Inh_Vip","prediction.score.Inh_Meis2_3","prediction.score.Inh_3","prediction.score.Ext_Hpc_3","prediction.score.Astro_3","prediction.score.Ext_L6B","prediction.score.Inh_Meis2_4","prediction.score.Nb_2","prediction.score.Nb_1","prediction.score.Astro_4","prediction.score.max","spot"
"Spotx1","Astro_0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590357777157946,0,0.000309852377943314,0,0,0,0.336210759494622,0,0,0,0,0,0,0,0,0.0721600628785662,0,0,0,0,0,0,0,0,0,0.000961548090922382,0.590357777157946,"Spotx1"
"Spotx2","Inh_Sst",0,0,0,0,0,0,0,0,0,0,0,0,0.361310065985066,0,0.531258732123113,0,0,0,0,0.00648490808501543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184293697707807,0,0,0.0049818235927221,0.0783481920267426,0.0157733412102616,0,0,0,0,0,0,0,0.531258732123113,"Spotx2"
"Spotx3","Inh_Sst",0.0179756129716181,0,0,0,0,0.00900644213317813,0,0,0,0,0.00968078082983175,0,0.0861191757726802,0,0.737295272016449,0,0,0,0,0,0,0,0.00109779317896167,0,0.0282021393133853,0,0,0,0,0,0,0,0.000436604469403332,0,0,0,0,0.106583264042159,0.00360291527233322,0,0,0,0,0,0,0,0.737295272016449,"Spotx3"
"Spotx4","Micro",0,0,0,0,0,0.00104055324302753,0,0,0,0,0.989090557399763,0.00291379118686916,0,0,0,0,0.00407604221894966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028790559513902,0,0,0,0,0,0,0.989090557399763,"Spotx4"
"Spotx5","Ext_Pir",0,0,0,0,0,0,0.860373130782059,0,0,0,0,0,0.00241932541149079,0,0.0417147229746555,0,0,0,0,0.00408566237267491,0.00557798367980441,0,0.0182629349614531,0,0,0,0,0,0,0,0,0.0216123698642136,0,0,0,0,0.0213990279067267,0.0232797423330506,0,0,0,0,0,0,0,0.00127509971387168,0.860373130782059,"Spotx5"
"Spotx6","OPC_1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Spotx6"
"Spotx7","Ext_L5_1",0,0,0,0,0,0,0.0218420023759485,0,0,0,0,0.00732079778417608,0,0,0,0,0.00503422459694642,0,0,0,0,0,0,0,0.957679019713761,0,0,0,0,0.00812395552916804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957679019713761,"Spotx7"
"Spotx8","Inh_4",0.326966184079422,0.0136856682072897,0,0,0,0.0319038562194189,0.0236436622589602,0,0,0.0158100962392256,0,0,0,0,0,0,0,0,0,0,0.0212819050200395,0,0,0,0.000996517259791362,0,0,0,0,0,0,0,0,0.178027003012951,0,0,0,0.28511214135855,0.100359323060767,0,0,0,0,0,0,0.00221364328358485,0.326966184079422,"Spotx8"
"Spotx9","Ext_L6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181399549115551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818600450884449,0,0,0,0,0.818600450884449,"Spotx9"
"Spotx10","Inh_Vip",0.0695323495474529,0,0,0.000837046166934657,0,0.0245480025188274,0,0,0,0,0,0,0.00338777083284979,0,0.182890105198678,0.0273265077550849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119724927546841,0.283765524570855,0,0.392570318091823,0,0.0139451260420258,0,0,0,0,0,0,0,0.392570318091823,"Spotx10"
